Index,Season,Year,Name,Studio,Episodes,Episode Duration,Genres,Release Date,Source,Score
245,summer,1983,Plawres Sanshirou,,37,25,"Sports,Shounen,Sci-Fi,School,Mecha,Adventure",30472,Source Unknown,
244,summer,1983,Unico: Mahou no Shima e,Madhouse,1,91,"Kids,Fantasy,Adventure",30513,Source Unknown,
221,winter,1983,Akuu Daisakusen Srungle,,53,25,"Sci-Fi,Mecha,Action",30337,Source Unknown,
220,winter,1983,Mirai Keisatsu Urashiman,Tatsunoko Production,50,23,"Sci-Fi,Police,Comedy",30325,Manga,
222,winter,1983,Rokushin Gattai GodMars (1982),,1,95,"Space,Sci-Fi,Mecha,Action",30303,Source Unknown,
219,winter,1983,Seisenshi Dunbine,Sunrise,49,24,"Sci-Fi,Mecha,Fantasy,Drama,Adventure,Action",30352,Original,
218,winter,1983,Urusei Yatsura Movie 1: Only You,Studio Pierrot,1,102,"Sci-Fi,Romance,Drama,Comedy,Adventure,Action",30360,Manga,
257,spring,1984,Attacker You!,Shaft,58,23,"Sports,Shoujo,Romance,Action",30785,Manga,
258,spring,1984,Choujikuu Kidan Southern Cross,Tatsunoko Production,23,23,"Sci-Fi,Mecha,Drama,Action",30787,Original,
256,spring,1984,Doraemon Movie 05: Nobita no Makai Daibouken,,1,98,Fantasy,30758,Source Unknown,
261,spring,1984,Giant Gorg,Sunrise,26,25,"Sci-Fi,Mecha,Adventure,Action",30777,Original,
259,spring,1984,Glass no Kamen,Eiken,23,24,"Shoujo,Romance,Drama",30781,Source Unknown,
254,spring,1984,Kaze no Tani no Nausicaä,Studio Ghibli,1,116,"Fantasy,Adventure",30752,Manga,8.34
255,spring,1984,Lupin III: Part III,,50,24,"Shounen,Comedy,Adventure,Action",30744,Source Unknown,
260,spring,1984,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,TMS Entertainment,1,,"Mystery,Comedy,Adventure",30752,Source Unknown,
263,spring,1984,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,Nippon Animation,1,,"Sci-Fi,Drama,Adventure",30752,Novel,
262,spring,1984,Shounen Kenya,Toei Animation,1,109,Adventure,30751,Source Unknown,
268,summer,1984,84 Taekwon V,,1,78,"Sci-Fi,Mecha,Action",30897,Source Unknown,
265,summer,1984,Daishizen no Majuu: Bagi,,1,90,"Sci-Fi,Romance,Action",30913,Source Unknown,
269,summer,1984,Kuroi Ame ni Utarete,,1,90,"Historical,Drama",30906,Manga,
264,summer,1984,Macross: Do You Remember Love?,Artland,1,115,"Sci-Fi,Romance,Music,Military,Mecha,Action",30870,Original,
266,summer,1984,Mahou no Yousei Persia,Studio Pierrot,48,24,"Magic,Comedy",30869,Original,
267,summer,1984,SF Shinseiki Lensman,Madhouse,1,107,"Space,Sci-Fi,Adventure,Action",30870,Source Unknown,
253,winter,1984,Amefuri Kozou,,1,,Fantasy,30674,Source Unknown,
248,winter,1984,Dallos,Studio Pierrot,4,30,"Sci-Fi,Mecha,Action",30662,Original,
252,winter,1984,Hei Mao Jing Zhang,Shanghai Animation Film Studio,5,18,"Police,Kids,Comedy,Cars,Adventure,Action",30651,Original,
250,winter,1984,Juusenki L-Gaim,Sunrise,54,24,"Shounen,Sci-Fi,Mecha,Drama,Adventure,Action",30716,Original,
247,winter,1984,Urusei Yatsura Movie 2: Beautiful Dreamer,Studio Pierrot,1,95,"Sci-Fi,Romance,Drama,Comedy,Adventure,Action",30723,Manga,
249,winter,1984,Wata no Kuni Hoshi,Mushi Production,1,96,"Shoujo,Romance,Psychological,Fantasy,Drama",30723,Manga,
251,winter,1984,Yume Senshi Wingman,Toei Animation,47,23,"Superpower,School,Romance,Comedy,Action",30719,Source Unknown,
286,spring,1985,Arei no Kagami: Way to the Virgin Space,Toei Animation,1,,"Space,Sci-Fi,Adventure,Action",31122,Source Unknown,
288,spring,1985,Bobby ni Kubittake,Madhouse,1,,"Slice of Life,Romance,Drama",31115,Novel,
285,spring,1985,Choujuu Kishin Dancougar,Ashi Productions,38,25,"Shounen,Sci-Fi,Mecha,Action",31142,Source Unknown,
282,spring,1985,Doraemon Movie 06: Nobita no Little Star Wars,,1,98,"Space,Fantasy",31122,Source Unknown,
284,spring,1985,Genmu Senki Leda,,1,70,"Sci-Fi,Mecha,Magic,Fantasy,Adventure,Action",31107,Source Unknown,
292,spring,1985,Gongitsune,,1,75,Adventure,31122,Source Unknown,
290,spring,1985,Hey! Bumboo,Nippon Animation,130,10,"Kids,Cars,Adventure",31145,Source Unknown,
287,spring,1985,Honoo no Alpenrose: Judy & Randy,Tatsunoko Production,20,22,"Shoujo,Romance,Historical,Drama",31145,Manga,
294,spring,1985,Lunn wa Kaze no Naka,,1,,Romance,31150,Source Unknown,
283,spring,1985,Megazone 23,AIC,4,,"Sci-Fi,Romance,Mystery,Music,Mecha,Action",31115,Original,
280,spring,1985,Mobile Suit Zeta Gundam,Sunrise,50,24,"Space,Sci-Fi,Romance,Military,Mecha,Drama",31108,Original,
289,spring,1985,Musashi no Ken,Eiken,72,20,"Sports,Shounen",31155,Manga,
291,spring,1985,Onegai! Samia Don,,78,25,"Slice of Life,Magic,Kids,Fantasy,Comedy",31139,Source Unknown,
293,spring,1985,Tongari Boushi no Memole: Marielle no Housekibako,Toei Animation,1,75,"Shoujo,Magic,Fantasy",31122,Source Unknown,
281,spring,1985,Touch,Gallop,101,25,"Sports,Slice of Life,Shounen,School,Romance,Drama",31130,Manga,
295,summer,1985,Captain Tsubasa: Europe Daikessen,,1,,"Sports,Shounen,Action",31241,Source Unknown,
296,summer,1985,Dirty Pair,Sunrise,24,25,"Sci-Fi,Police,Comedy,Adventure",31243,Light Novel,
298,summer,1985,Ginga Tetsudou no Yoru,Group TAC,1,105,"Mystery,Kids,Historical,Fantasy,Drama",31241,Novel,
297,summer,1985,Lupin III: Babylon no Ougon Densetsu,,1,100,"Seinen,Mystery,Comedy,Adventure,Action",31241,Manga,
301,summer,1985,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Studio Pierrot,1,,"Shoujo,Magic",31262,Original,
302,summer,1985,Mahou no Princess Minky Momo: Yume no Naka no Rondo,Ashi Productions,1,80,"Shoujo,Magic",31256,Source Unknown,
300,summer,1985,Mahou no Star Magical Emi,Studio Pierrot,38,23,"Slice of Life,Shoujo,Magic,Comedy",31205,Original,
304,summer,1985,Mahou no Tenshi Creamy Mami: Long Goodbye,,1,,"Shoujo,Romance,Magic,Fantasy,Comedy",31213,Source Unknown,
303,summer,1985,Odin: Koushi Hansen Starlight,Toei Animation,1,139,"Sci-Fi,Drama,Adventure,Action",31269,Source Unknown,
305,summer,1985,Onboro Film,,1,,Parody,31276,Source Unknown,
306,summer,1985,Soukou Kihei Votoms: The Last Red Shoulder,Sunrise,1,,"Sci-Fi,Military,Mecha,Drama,Action",31280,Original,
299,summer,1985,Tatakae! Chou Robot Seimeitai Transformers,Toei Animation,98,23,"Shounen,Sci-Fi,Mecha,Adventure",31234,Source Unknown,
272,winter,1985,Area 88,Studio Pierrot,3,,"Romance,Military,Drama,Adventure,Action",31083,Manga,
277,winter,1985,Ginga Hyouryuu Vifam: Atsumatta 13-nin,Sunrise,1,,"Sci-Fi,Mecha,Adventure,Action",31037,Source Unknown,
279,winter,1985,Ginga Hyouryuu Vifam: Kieta 12-nin,Sunrise,1,,"Sci-Fi,Mecha,Adventure,Action",31103,Source Unknown,
275,winter,1985,Greed,,1,,"Fantasy,Adventure",31068,Source Unknown,
273,winter,1985,Nora,,1,,"Space,Sci-Fi,Adventure",31068,Source Unknown,
274,winter,1985,Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,Gainax,1,,"Seinen,Sci-Fi",31048,Original,
270,winter,1985,Princess Sara,Nippon Animation,46,25,"Slice of Life,Shoujo,Historical,Drama",31053,Novel,
278,winter,1985,Sengoku Majin Goushougun: Toki no Etranger,Ashi Productions,1,88,"Sci-Fi,Action",31048,Source Unknown,
276,winter,1985,Ttori wa Zeta Robot,,1,60,"Mecha,Kids,Adventure,Action",31064,Source Unknown,
271,winter,1985,Urusei Yatsura Movie 3: Remember My Love,Studio Deen,1,95,"Sci-Fi,Romance,Drama,Comedy,Adventure,Action",31073,Manga,
330,spring,1986,Arion,Sunrise,1,120,"Seinen,Magic,Fantasy,Drama,Adventure,Action",31486,Manga,
326,spring,1986,Captain Tsubasa: Asu ni Mukatte Hashire!,,1,,"Sports,Shounen,Action",31486,Source Unknown,
325,spring,1986,Doraemon Movie 07: Nobita to Tetsujin Heidan,,1,100,"Shounen,Kids,Fantasy,Comedy,Adventure",31486,Source Unknown,
334,spring,1986,Doraemon: It's Autumn!,,1,,"Shounen,Kids,Fantasy,Comedy,Adventure",31506,Source Unknown,
335,spring,1986,Doraemon: It's Summer!,,1,,"Shounen,Kids,Fantasy,Comedy,Adventure",31506,Source Unknown,
329,spring,1986,Doraemon: It's Winter!,,1,,"Shounen,Kids,Fantasy,Comedy,Adventure",31506,Source Unknown,
321,spring,1986,Dragon Ball,Toei Animation,153,24,"Superpower,Shounen,Martial Arts,Fantasy,Comedy,Adventure",31503,Manga,7.99
328,spring,1986,Ginga Nagareboshi Gin,Toei Animation,21,23,"Shounen,Drama,Adventure,Action",31509,Source Unknown,
331,spring,1986,Hikari no Densetsu,Tatsunoko Production,19,24,"Sports,Shoujo,Romance,Music",31535,Manga,
323,spring,1986,Hokuto no Ken Movie,Toei Animation,1,110,"Shounen,Sci-Fi,Adventure",31479,Source Unknown,
333,spring,1986,Kenritsu Chikyuu Boueigun,Gallop,1,,"Shounen,Sci-Fi,Comedy,Adventure,Action",31492,Manga,
336,spring,1986,Mahou no Star Magical Emi: Finale! Finale!,Studio Pierrot,1,,"Shoujo,Magic,Comedy",31557,Original,
324,spring,1986,Maison Ikkoku,Studio Deen,96,25,"Slice of Life,Romance,Drama,Comedy",31497,Manga,
322,spring,1986,Mobile Suit Gundam ZZ,Sunrise,47,24,"Space,Sci-Fi,Military,Mecha,Drama,Comedy",31479,Original,
327,spring,1986,Soukihei MD Geist,Zero-G Room,1,,"Sci-Fi,Military,Mecha",31553,Source Unknown,
332,spring,1986,The Humanoid: Ai no Wakusei Lezeria,,1,,"Space,Sci-Fi,Mecha,Drama",31476,Source Unknown,
345,summer,1986,Ai City,Toei Animation,1,88,"Superpower,Sci-Fi,Action",31619,Original,
351,summer,1986,Amon Saga,Toei Animation,1,74,"Fantasy,Adventure,Action",31612,Original,
354,summer,1986,Aoki Ryuusei SPT Layzner OVA,Sunrise,3,55,"Space,Shounen,Sci-Fi,Military,Mecha,Action",31645,Source Unknown,
349,summer,1986,California Crisis: Tsuigeki no Juuka,Hiro Media,1,,"Comedy,Adventure,Action",31614,Original,
341,summer,1986,Call Me Tonight,,1,,"Sci-Fi,Romance,Horror,Comedy",31621,Source Unknown,
342,summer,1986,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,,1,,"Sports,Shounen,Action",31605,Source Unknown,
350,summer,1986,Choujikuu Romanesque Samy: Missing 99,,1,,"Sci-Fi,Action",31598,Source Unknown,
337,summer,1986,Dragon Ball,Toei Animation,153,24,"Superpower,Shounen,Martial Arts,Fantasy,Comedy,Adventure",31594,Manga,7.99
348,summer,1986,Gall Force 1: Eternal Story,AIC,1,86,"Space,Sci-Fi,Military,Mecha,Adventure,Action",31621,Original,
344,summer,1986,Hadashi no Gen 2,Madhouse,1,86,"Shounen,Historical,Drama",31577,Manga,
352,summer,1986,Nayuta,,1,80,"Shoujo,Sci-Fi,Action",31624,Manga,
340,summer,1986,Project A-Ko,APPP,1,84,"Superpower,Sci-Fi,Mecha,Comedy,Adventure,Action",31584,Original,
347,summer,1986,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,,1,60,"Shounen,Comedy,Adventure",31613,Source Unknown,
338,summer,1986,Tenkuu no Shiro Laputa,Studio Ghibli,1,125,"Sci-Fi,Romance,Fantasy,Adventure",31626,Novel,8.31
339,summer,1986,Transformers the Movie,Toei Animation,1,84,"Mecha,Action",31633,Source Unknown,
343,summer,1986,Violence Jack: Harlem Bomber-hen,,1,,"Horror,Drama,Action",31568,Source Unknown,
346,summer,1986,Windaria,Gallop,1,100,"Sci-Fi,Romance,Fantasy,Drama,Action",31612,Source Unknown,
353,summer,1986,Yamatarou Kaeru,,1,,Kids,31639,Source Unknown,
316,winter,1986,Bavi Stock,,2,45,"Space,Sci-Fi,Military,Fantasy,Adventure,Action",31391,Source Unknown,
311,winter,1986,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,,1,60,"Sports,Shounen,Action",31402,Source Unknown,
317,winter,1986,Choujuu Kishin Dancougar: Juusenki-tai Songs,,1,,"Shounen,Sci-Fi,Mecha,Action",31413,Source Unknown,
319,winter,1986,Cool Cool Bye,,1,,"Fantasy,Adventure,Action",31433,Original,
313,winter,1986,Dirty Pair no Ooshoubu: Nolandia no Nazo,Sunrise,1,,"Sci-Fi,Police,Comedy,Adventure,Action",31401,Light Novel,
307,winter,1986,Dragon Ball,Toei Animation,153,24,"Superpower,Shounen,Martial Arts,Fantasy,Comedy,Adventure",31469,Manga,7.99
314,winter,1986,Dream Hunter Rem,,4,40,"Magic,Ecchi",31396,Original,
320,winter,1986,Kikou Kai Galient OVA,Sunrise,3,,"Sci-Fi,Mecha,Fantasy,Action",31438,Source Unknown,
315,winter,1986,Maple Town Monogatari,Toei Animation,52,24,"Slice of Life,Fantasy",31431,Source Unknown,
318,winter,1986,Pony Metal U-GAIM Promotion Film,,1,,"Sci-Fi,Parody,Music,Mecha,Action",31413,Source Unknown,
310,winter,1986,Seimei no Kagaku: Micro Patrol,Eiken,26,24,Adventure,31413,Source Unknown,
309,winter,1986,Tenshi no Tamago,Studio Deen,1,71,"Dementia,Fantasy,Drama",31403,Original,7.7
312,winter,1986,Urusei Yatsura Movie 4: Lum The Forever,Studio Deen,1,95,"Sci-Fi,Romance,Drama,Comedy,Adventure,Action",31465,Manga,
308,winter,1986,Vampire Hunter D,Ajia-do,1,80,"Vampire,Supernatural,Sci-Fi,Horror,Action",31402,Novel,
380,spring,1987,Akai Koudan Zillion,Production I.G,31,24,"Shounen,Sci-Fi,Military,Adventure,Action",31879,Source Unknown,
385,spring,1987,Choujuu Kishin Dancougar: God Bless Dancougar,Ashi Productions,1,80,"Sci-Fi,Mecha,Action",31882,Source Unknown,
372,spring,1987,City Hunter,Sunrise,51,25,"Shounen,Mystery,Comedy,Action",31873,Manga,
383,spring,1987,Digital Devil Story: Megami Tensei,animate Film,1,,"Mystery,Horror,Fantasy,Drama,Demons,Adventure",31861,Light Novel,
377,spring,1987,Doraemon Movie 08: Nobita to Ryuu no Kishi,Shin-Ei Animation,1,91,"Shounen,Kids,Fantasy,Comedy,Adventure",31850,Source Unknown,
381,spring,1987,Grimm Douwa: Kin no Tori,Madhouse,1,,"Fantasy,Adventure",31850,Source Unknown,
379,spring,1987,Hiatari Ryoukou!,,48,25,"Sports,School,Romance,Comedy",31865,Source Unknown,
374,spring,1987,Hokuto no Ken 2,Toei Animation,43,25,"Superpower,Martial Arts,Drama,Action",31848,Manga,
384,spring,1987,Juusenki L-Gaim III: Full Metal Soldier,Sunrise,1,,"Shounen,Sci-Fi,Mecha,Action",31864,Source Unknown,
376,spring,1987,Kimagure Orange☆Road,Studio Pierrot,48,25,"Slice of Life,Shounen,School,Romance,Drama,Comedy",31873,Manga,
382,spring,1987,Maryuu Senki,,3,30,"Horror,Fantasy",31841,Source Unknown,
373,spring,1987,Ouritsu Uchuugun: Honneamise no Tsubasa,Gainax,1,121,"Space,Sci-Fi,Military,Drama,Action",31850,Original,
386,spring,1987,"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",Gallop,1,,"Historical,Action",31902,Novel,
378,spring,1987,Warau Hyouteki,Studio Pierrot,1,,"Mystery,Horror",31857,Manga,
375,spring,1987,Youjuu Toshi,Madhouse,1,82,"Superpower,Horror,Drama,Demons,Adventure,Action",31892,Novel,
396,summer,1987,Bari Bari Densetsu (1987),Studio Pierrot,1,85,"Sports,Shounen,Drama,Action",31990,Manga,
390,summer,1987,Black Magic M-66,AIC,1,,"Sci-Fi,Military,Mecha,Action",31956,Manga,
387,summer,1987,Dragon Ball Movie 2: Majinjou no Nemurihime,Toei Animation,1,,"Shounen,Sci-Fi,Fantasy,Comedy,Adventure,Action",31976,Manga,7.21
397,summer,1987,Hi no Tori: Yamato-hen,Madhouse,1,,"Historical,Drama",31990,Manga,
394,summer,1987,Machine Robo: Butchigiri Battle Hackers,,31,25,"Sci-Fi,Mecha,Action",31931,Source Unknown,
389,summer,1987,Macross Flash Back 2012,,1,,"Sci-Fi,Military,Mecha,Drama",31949,Source Unknown,
398,summer,1987,Push,,1,,Parody,32010,Original,
391,summer,1987,Robot Carnival,APPP,1,91,"Sci-Fi,Fantasy",31979,Original,
388,summer,1987,Saint Seiya: Jashin Eris,Toei Animation,1,,"Shounen,Sci-Fi,Adventure",31976,Source Unknown,
395,summer,1987,Space Fantasia 2001 Nights,TMS Entertainment,1,,"Space,Seinen,Sci-Fi,Drama",31949,Manga,
392,summer,1987,Transformers Headmasters,Toei Animation,35,23,"Shounen,Sci-Fi,Mecha,Adventure",31961,Source Unknown,
393,summer,1987,Twilight Q,Ajia-do,2,30,"Sci-Fi,Psychological,Mystery",32017,Original,
359,winter,1987,Ai no Wakakusa Monogatari,Nippon Animation,48,24,"Slice of Life,Historical,Drama",31788,Novel,
370,winter,1987,Body Jack: Tanoshii Yutai Ridatsu,,1,,"Yuri,Ecchi,Comedy",31805,Original,
356,winter,1987,Bubblegum Crisis,AIC,8,41,"Shounen,Sci-Fi,Mecha,Adventure",31833,Original,
365,winter,1987,Delpower X Bakuhatsu Miracle Genki!,Big Bang,1,,"Sci-Fi,School,Parody,Mecha,Comedy,Action",31767,Original,
366,winter,1987,Doraemon and Itchy the Stray,,1,,"Shounen,Sci-Fi,Kids,Comedy",31779,Source Unknown,
355,winter,1987,Dragon Ball Movie 1: Shen Long no Densetsu,Toei Animation,1,,"Superpower,Shounen,Fantasy,Comedy,Adventure,Action",31766,Manga,7.09
368,winter,1987,Elf 17,Agent 21,1,,"Mecha,Martial Arts,Comedy,Adventure",31791,Manga,
371,winter,1987,Gakuen Tokusou Hikaruon,AIC,1,,"Superpower,School,Martial Arts,Action",31805,Original,
369,winter,1987,Hell Target,,1,,"Space,Sci-Fi,Horror",31798,Source Unknown,
364,winter,1987,Hi no Tori: Houou-hen,Madhouse,1,60,"Historical,Fantasy,Drama",31766,Manga,
367,winter,1987,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,Sunrise,1,,"Shounen,Sci-Fi,Mecha,Drama,Adventure,Action",31787,Source Unknown,
362,winter,1987,Kikou Senki Dragonar,Sunrise,48,24,"Space,Shounen,Sci-Fi,Mecha,Adventure",31815,Original,
358,winter,1987,Kyoushoku Soukou Guyver,Ashi Productions,1,,"Superpower,Sci-Fi,Horror,Action",31759,Source Unknown,
357,winter,1987,Outlanders,AIC,1,,"Shounen,Sci-Fi,Ecchi,Comedy,Adventure",31762,Manga,
363,winter,1987,Toki no Tabibito: Time Stranger,Madhouse,1,95,"Sci-Fi,Romance,Adventure,Action",31766,Source Unknown,
361,winter,1987,Twilight Q,Ajia-do,2,30,"Sci-Fi,Psychological,Mystery",31836,Original,
360,winter,1987,"Yume kara, Samenai",Shaft,1,,"School,Romance",31834,Source Unknown,
424,spring,1988,Appleseed,Gainax,1,66,"Sci-Fi,Police,Mecha,Adventure,Action",32254,Manga,
432,spring,1988,Chouon Senshi Borgman,Asahi Production,35,24,"Shounen,Sci-Fi,Demons,Action",32246,Source Unknown,
421,spring,1988,City Hunter 2,Sunrise,63,25,"Shounen,Mystery,Comedy,Action",32235,Source Unknown,
426,spring,1988,Dominion,Agent 21,4,36,"Sci-Fi,Police,Mecha,Comedy",32290,Manga,
435,spring,1988,Dondon Domeru to Ron,Telescreen BV,52,12,"Kids,Comedy",32238,Source Unknown,
425,spring,1988,Doraemon Movie 09: Nobita no Parallel Saiyuuki,Shin-Ei Animation,1,90,"Shounen,Sci-Fi,Kids,Fantasy,Adventure",32214,Source Unknown,
431,spring,1988,F,Studio Deen,31,25,"Sports,Shounen,Cars",32211,Source Unknown,
436,spring,1988,Harbor Light Monogatari: Fashion Lala yori,Studio Pierrot,1,,Shoujo,32213,Original,
433,spring,1988,Hello! Lady Lynn,Toei Animation,36,20,Drama,32275,Manga,
419,spring,1988,Hotaru no Haka,Studio Ghibli,1,88,"Historical,Drama",32249,Novel,8.29
423,spring,1988,Kidou Keisatsu Patlabor,Studio Deen,7,30,"Sci-Fi,Police,Mecha,Comedy",32258,Original,
428,spring,1988,Kiteretsu Daihyakka,Gallop,331,25,"Slice of Life,Drama,Comedy",32229,Source Unknown,
439,spring,1988,Mashin Eiyuuden Wataru,Sunrise,45,20,"Shounen,Sci-Fi,Mecha,Comedy,Adventure",32248,Source Unknown,
420,spring,1988,Mobile Suit Gundam: Char's Counterattack,Sunrise,1,119,"Space,Sci-Fi,Military,Mecha,Drama",32214,Novel,
437,spring,1988,Mobile Suit SD Gundam Mk I,Sunrise,3,10,"Sci-Fi,Parody,Mecha",32214,Source Unknown,
422,spring,1988,Saint Seiya: Kamigami no Atsuki Tatakai,Toei Animation,1,,"Shounen,Sci-Fi,Adventure",32214,Source Unknown,
438,spring,1988,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,,1,,"Sci-Fi,Military,Mecha,Drama",32221,Original,
418,spring,1988,Tonari no Totoro,Studio Ghibli,1,86,"Supernatural,Comedy,Adventure",32249,Original,8.26
429,spring,1988,Transformers: Choujin Master Force,Toei Animation,47,24,"Shounen,Sci-Fi,Mecha,Adventure",32245,Source Unknown,
430,spring,1988,Tsurupika Hagemaru-kun,Shin-Ei Animation,59,24,"Kids,Comedy",32205,4-koma Manga,
434,spring,1988,What's Michael? (TV),,45,25,Comedy,32248,Source Unknown,
427,spring,1988,Yoroiden Samurai Troopers,Sunrise,39,23,"Shounen,Sci-Fi,Samurai,Adventure",32263,Source Unknown,
440,summer,1988,Akira,Tokyo Movie Shinsha,1,124,"Seinen,Sci-Fi,Military,Horror,Adventure,Action",32340,Manga,7.92
446,summer,1988,Antique Heart,J.C.Staff,1,,"School,Mystery,Magic",32299,Original,
445,summer,1988,Deimos no Hanayome: Ran no Kumikyoku,Madhouse,1,,"Mystery,Magic,Horror,Fantasy,Drama,Demons",32386,Manga,
450,summer,1988,Doraemon: Treasure of the Shinugumi Mountain,,1,,"Shounen,Kids,Fantasy,Comedy,Adventure",32367,Source Unknown,
441,summer,1988,Dragon Ball Movie 3: Makafushigi Daibouken,Toei Animation,1,,"Shounen,Sci-Fi,Fantasy,Comedy,Adventure,Action",32333,Manga,7.2
442,summer,1988,Dragon Ball Specials,Toei Animation,2,12,"Superpower,Shounen,Fantasy,Comedy",32264,Source Unknown,
451,summer,1988,Kaze no Matasaburou,Madhouse,1,,"Slice of Life,Kids,Fantasy",32375,Source Unknown,
444,summer,1988,Kyuuketsuhime Miyu,AIC,4,30,"Vampire,Horror,Drama,Demons,Action",32345,Source Unknown,
447,summer,1988,Project A-Ko 3: Cinderella Rhapsody,Studio Fantasia,1,,"Superpower,Sci-Fi,Mecha,Comedy,Action",32314,Original,
443,summer,1988,Saint Seiya: Shinku no Shounen Densetsu,Toei Animation,1,75,"Shounen,Sci-Fi,Fantasy,Adventure",32347,Source Unknown,
448,summer,1988,Tokyo Vice,J.C.Staff,1,,"Sci-Fi,Mystery,Mecha,Action",32319,Source Unknown,
449,summer,1988,What's Michael? 2,J.C.Staff,1,,Comedy,32349,Manga,
407,winter,1988,Battle Royal High School,,1,,"Superpower,Supernatural,Martial Arts,Horror,Action",32121,Source Unknown,
411,winter,1988,Cheonbangjichuk Hani,Daewon Media,13,20,"Sports,School,Drama,Comedy",32143,Source Unknown,
403,winter,1988,Dirty Pair OVA,Sunrise,10,25,"Sci-Fi,Police,Comedy,Adventure",32132,Light Novel,
409,winter,1988,Gegege no Kitarou: Jigoku-hen,Toei Animation,7,25,"Supernatural,Horror,Fantasy,Comedy,Adventure",32181,Source Unknown,
405,winter,1988,Genji Monogatari,Group TAC,1,106,"Romance,Historical,Drama",32130,Source Unknown,
400,winter,1988,Ginga Eiyuu Densetsu,Artland,110,26,"Space,Sci-Fi,Military,Drama",32150,Novel,8.6
399,winter,1988,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Artland,1,,"Space,Sci-Fi,Military,Action",32179,Novel,7.78
410,winter,1988,Hi no Tori: Uchuu-hen,Madhouse,1,,"Sci-Fi,Fantasy,Drama",32132,Source Unknown,
