Index,Anime Index,Genre
5084,612,Action
5085,612,Fantasy
5086,612,Seinen
5087,612,Guns
5088,612,Military
5089,612,War
5090,612,Based on a Light Novel
5091,613,Action
5092,613,Adventure
5093,613,Fantasy
5094,613,Shounen
5095,613,Angels
5096,613,Demons
5097,613,Island
5098,613,Magic
5099,613,Medieval
5100,613,Non-Human Protagonists
5101,613,Overpowered Main Characters
5102,613,Based on a Manga
5103,614,Shounen
5104,614,Sports
5105,614,School Life
5106,614,Tennis
5107,614,Tournaments
5108,614,Based on a Manga
5109,615,Action
5110,615,Fantasy
5111,615,Mecha
5112,615,Magic
5113,615,Military
5114,615,War
5115,616,Action
5116,616,Adventure
5117,616,Fantasy
5118,616,Dark Fantasy
5119,616,Magic
5120,616,Overpowered Main Characters
5121,616,Person in a Strange World
5122,616,Recap
5123,616,RPG
5124,616,Skeletons
5125,616,Trapped in a Video Game
5126,616,Virtual Reality
5127,616,Based on a Light Novel
5128,617,Drama
5129,617,Shoujo
5130,617,Slice of Life
5131,617,Bodyguards
5132,617,Cats
5133,617,Childcare
5134,617,Countryside
5135,617,Forest
5136,617,Iyashikei
5137,617,Japanese Mythology
5138,617,Non-Human Protagonists
5139,617,Supernatural
5140,617,Youkai
5141,617,Based on a Manga
5142,618,Horror
5143,618,Mystery
5144,618,Shounen
5145,618,Europe
5146,618,Italy
5147,618,Revenge
5148,618,Supernatural
5149,618,Based on a Manga
5150,619,Action
5151,619,Shounen
5152,619,Sports
5153,619,Hand to Hand Combat
5154,619,Martial Arts
5155,619,Tournaments
5156,619,Based on a Manga
5157,620,Mecha
5158,620,Military
5159,620,Post-apocalyptic
5160,620,Psychological
5161,620,Super Robot
5162,620,Original Work
5163,621,Action
5164,621,Fantasy
5165,621,Ancient China
5166,621,Chinese Animation
5167,621,Based on a Manga
5168,621,CG Animation
5169,622,Adventure
5170,622,Fantasy
5171,622,Shounen
5172,622,Pirates
5173,622,Recap
5174,622,Superpowers
5175,622,Based on a Manga
5176,623,Horror
5177,623,Acting
5178,623,Idols
5179,623,Noir
5180,623,Psychological
5181,623,Showbiz
5182,623,Stalkers
5183,623,Thriller
5184,623,Based on a Novel
5185,624,Action
5186,624,Adventure
5187,624,Fantasy
5188,624,Seinen
5189,624,Dark Fantasy
5190,624,Guilds
5191,624,Magic
5192,624,Medieval
5193,624,Monsters
5194,624,Based on a Light Novel
5195,625,Shounen
5196,625,Slice of Life
5197,625,Ocean
5198,625,Based on a Manga
5199,626,Comedy
5200,626,Drama
5201,626,Romance
5202,626,Seinen
5203,626,School Club
5204,626,School Life
5205,626,Based on a Light Novel
5206,627,BL
5207,627,Comedy
5208,627,Shounen-ai
5209,627,Adult Couples
5210,627,Romantic Comedy
5211,627,Shorts
5212,627,Valentines Day
5213,627,Yaoi Hand Syndrome
5214,627,Based on a Manga
5215,628,Action
5216,628,Adventure
5217,628,Shounen
5218,628,Island
5219,628,Pirates
5220,628,Superpowers
5221,628,Based on a Manga
5222,629,Fantasy
5223,629,Animal Protagonists
5224,629,Animal Transformation
5225,629,Anthropomorphic
5226,629,Cats
5227,629,Contemporary Fantasy
5228,629,Family Friendly
5229,629,Non-Human Protagonists
5230,629,Based on a Manga
5231,630,Action
5232,630,Amnesia
5233,630,Assassins
5234,630,Criminals
5235,630,Gangs
5236,630,Guns
5237,630,Psychological
5238,630,Based on a Visual Novel
5239,631,Action
5240,631,Military
5241,631,Military School
5242,631,School Club
5243,631,School Life
5244,631,Tournaments
5245,631,Original Work
5246,632,Mecha
5247,632,Sci Fi
5248,632,Conspiracy
5249,632,Kaijuu
5250,632,Loneliness
5251,632,Melancholy
5252,632,Military
5253,632,Monsters
5254,632,Post-apocalyptic
5255,632,Psychological
5256,632,Super Robot
5257,632,Original Work
5258,633,Music
5259,633,School Club
5260,633,Based on a Novel
5261,634,Action
5262,634,Fantasy
5263,634,Romance
5264,634,Shounen
5265,634,Hand to Hand Combat
5266,634,Martial Arts
5267,634,Ninja
5268,634,Based on a Manga
5269,635,Action
5270,635,Adventure
5271,635,Fantasy
5272,635,Shounen
5273,635,Elemental Powers
5274,635,Monsters
5275,635,Proxy Battles
5276,635,Based on a Video Game
5277,636,Action
5278,636,Chinese Animation
5279,636,Xianxia
5280,636,Based on a Novel
5281,636,CG Animation
5282,637,Action
5283,637,Fantasy
5284,637,Journey to the West
5285,637,Based on a Manga
5286,638,Seinen
5287,638,Japanese Mythology
5288,638,Supernatural
5289,638,Based on a Manga
5290,639,Action
5291,639,Fantasy
5292,639,Magical Girl
5293,639,Contemporary Fantasy
5294,639,Henshin Heroes
5295,639,Magic
5296,639,Recap
5297,639,Urban Fantasy
5298,640,Romance
5299,640,Slice of Life
5300,640,Love Confession
5301,640,Original Work
5302,641,Action
5303,641,Drama
5304,641,Horror
5305,641,Shounen
5306,641,Demons
5307,641,Pandemic
5308,641,Post-apocalyptic
5309,641,Supernatural
5310,641,Vampires
5311,641,Based on a Manga
5312,642,Sports
5313,642,Ice Skating
5314,642,Original Work
5315,643,Action
5316,643,Comedy
5317,643,Ecchi
5318,643,Sci Fi
5319,643,Aliens
5320,643,Animeism
5321,643,Conspiracy
5322,643,Rebellions
5323,643,School Life
5324,643,Superpowers
5325,643,Swordplay
5326,643,Original Work
5327,644,Drama
5328,644,Romance
5329,644,Slice of Life
5330,644,Coming of Age
5331,644,Countryside
5332,644,Hotels and Inns
5333,644,Work Life
5334,645,Action
5335,645,Seinen
5336,645,Criminals
5337,645,Thieves
5338,645,Based on a Manga
5339,646,Adventure
5340,646,Drama
5341,646,Sci Fi
5342,646,Seinen
5343,646,Slice of Life
5344,646,Iyashikei
5345,646,Melancholy
5346,646,Orphans
5347,646,Post-apocalyptic
5348,646,Based on a Manga
5349,647,Adventure
5350,647,Romance
5351,647,Sci Fi
5352,647,Abstract
5353,647,Amnesia
5354,647,Body Swapping
5355,647,Dystopia
5356,647,Original Work
5357,648,Action
5358,648,Horror
5359,648,Seinen
5360,648,Recap
5361,648,Supernatural
5362,648,Vampires
5363,648,Based on a Manga
5364,649,Mecha
5365,649,Sci Fi
5366,649,Outer Space
5367,650,Action
5368,650,Shounen
5369,650,Hand to Hand Combat
5370,650,Martial Arts
5371,650,Superpowers
5372,650,Based on a Manga
5373,651,Fantasy
5374,651,Magical Girl
5375,651,Seinen
5376,651,Contemporary Fantasy
5377,651,Disability
5378,651,Henshin Heroes
5379,651,Magic
5380,651,Urban Fantasy
5381,651,Based on a Manga
5382,652,Action
5383,652,Mecha
5384,652,Romance
5385,652,Sci Fi
5386,652,Aliens
5387,652,Idols
5388,652,Love Triangle
5389,652,Military
5390,652,Music
5391,652,Outer Space
5392,652,Real Robot
5393,652,Space Opera
5394,652,Transforming Mecha
5395,652,Original Work
5396,653,Mecha
5397,653,Sci Fi
5398,653,Real Robot
5399,653,Recap
5400,653,Terrorism
5401,653,Original Work
5402,654,Comedy
5403,654,Shoujo
5404,654,Slice of Life
5405,654,Iyashikei
5406,654,School Life
5407,654,Based on a Manga
5408,655,Comedy
5409,655,Drama
5410,655,Sci Fi
5411,655,Shounen
5412,655,Cats
5413,655,Family Friendly
5414,655,Non-Human Protagonists
5415,655,Robots
5416,655,Based on a Manga
5417,655,CG Animation
5418,656,Comedy
5419,656,Seinen
5420,656,Monster Girls
5421,656,Monsters
5422,656,Monster School
5423,656,School Life
5424,656,Supernatural
5425,656,Vampires
5426,656,Based on a Manga
5427,657,Comedy
5428,657,Fantasy
5429,657,Seinen
5430,657,Slice of Life
5431,657,Animal Characteristics
5432,657,Contemporary Fantasy
5433,657,Dragons
5434,657,Maids
5435,657,Monster Girls
5436,657,Non-Human Protagonists
5437,657,Urban Fantasy
5438,657,Based on a Manga
5439,658,Action
5440,658,Mecha
5441,658,Sci Fi
5442,658,Seinen
5443,658,Military
5444,658,Psychological
5445,658,War
5446,658,Based on a Manga
5447,659,Action
5448,659,Fantasy
5449,659,Sci Fi
5450,659,Shounen
5451,659,Europe
5452,659,Hand to Hand Combat
5453,659,Power Suits
5454,659,Superpowers
5455,659,Based on a Manga
5456,660,Action
5457,660,MMORPG
5458,660,Overpowered Main Characters
5459,660,Person in a Strange World
5460,660,PVE
5461,660,Virtual Reality
5462,660,Based on a Light Novel
5463,661,Action
5464,661,Fantasy
5465,661,Chinese Animation
5466,661,Cultivation
5467,661,Martial Arts
5468,661,Xianxia
5469,661,Based on a Light Novel
5470,661,CG Animation
5471,662,Action
5472,662,Adventure
5473,662,Comedy
5474,662,Shounen
5475,662,Gangs
5476,662,Mafia
5477,662,Supernatural
5478,662,Superpowers
5479,662,Based on a Manga
5480,663,Vocaloid
5481,664,Comedy
5482,664,Drama
5483,664,Human Experimentation
5484,664,School Life
5485,664,Student Council
5486,664,Supernatural
5487,664,Superpowers
5488,664,Original Work
5489,665,Fantasy
5490,665,Supernatural
5491,665,Based on a Video Game
5492,666,Drama
5493,666,Romance
5494,666,Childhood Friends
5495,666,Coming of Age
5496,666,Ghosts
5497,666,Recap
5498,666,Supernatural
5499,666,Original Work
5500,667,Adventure
5501,667,Disability
5502,667,Family Friendly
5503,667,Shorts
5504,668,Seinen
5505,668,Slice of Life
5506,668,Art
5507,668,Art School
5508,668,Boarding House
5509,668,Neighbors
5510,668,School Life
5511,668,Based on a 4-Koma Manga
5512,668,Based on a Manga
5513,669,Action
5514,669,Mecha
5515,669,Sci Fi
5516,669,Combining Mecha
5517,669,Non-Human Protagonists
5518,669,Super Robot
5519,669,Transforming Mecha
5520,670,Drama
5521,670,Sports
5522,670,Coming of Age
5523,670,LGBT Themes
5524,670,School Club
5525,670,Tennis
5526,670,Original Work
5527,671,Comedy
5528,671,GL
5529,671,Seinen
5530,671,Shoujo-ai
5531,671,Slice of Life
5532,671,School Club
5533,671,School Life
5534,671,Based on a Manga
5535,672,Drama
5536,672,Romance
5537,672,Slice of Life
5538,672,Coming of Age
5539,672,Countryside
5540,672,Coworkers
5541,672,Hotels and Inns
5542,672,Lifestyle Change
5543,672,Work Life
5544,672,Original Work
5545,673,Mecha
5546,673,Sci Fi
5547,673,Real Robot
5548,673,Recap
5549,674,Action
5550,674,Comedy
5551,674,Drama
5552,674,Shounen
5553,674,Thieves
5554,674,Based on a Manga
5555,675,Action
5556,675,Adventure
5557,675,Fantasy
5558,675,Medieval
5559,675,Based on a Light Novel
5560,676,Action
5561,676,Mystery
5562,676,Shounen
5563,676,Age Transformation
5564,676,Detectives
5565,676,Thriller
5566,676,Based on a Manga
5567,677,Comedy
5568,677,Shounen
5569,677,Slice of Life
5570,677,Forest
5571,677,Gag
5572,677,Jungle
5573,677,Overpowered Main Characters
5574,677,Parody
5575,677,Based on a Manga
5576,678,Fantasy
5577,678,Cheats
5578,678,Isekai
5579,678,Magic
5580,678,Medieval
5581,678,Modern Knowledge
5582,678,Person in a Strange World
5583,678,Reincarnation
5584,678,Short Episodes
5585,678,Based on a Light Novel
5586,679,Action
5587,679,Comedy
5588,679,Drama
5589,679,Detectives
5590,679,noitaminA
5591,679,Based on a Novel
5592,680,Action
5593,680,Adventure
5594,680,Comedy
5595,680,Sci Fi
5596,680,Seinen
5597,680,Mercenaries
5598,680,Outer Space
5599,680,Based on a Manga
5600,681,Action
5601,681,Fantasy
5602,681,Martial Arts
5603,681,Swordplay
5604,681,Based on a Video Game
5605,681,CG Animation
5606,682,Idols
5607,682,Music
5608,682,Showbiz
5609,683,Fantasy
5610,683,Contemporary Fantasy
5611,683,Family Friendly
5612,683,Magic
5613,683,Mermaids
5614,683,Non-Human Protagonists
5615,683,Ocean
5616,683,Original Work
5617,684,Shounen
5618,684,Sports
5619,684,Recap
5620,684,School Club
5621,684,School Life
5622,684,Tournaments
5623,684,Volleyball
5624,684,Based on a Manga
5625,685,Action
5626,685,Adventure
5627,685,Shounen
5628,685,Afterlife
5629,685,Demons
5630,685,Europe
5631,685,Supernatural
5632,685,Superpowers
5633,685,Based on a Manga
5634,686,Mystery
5635,686,Shounen
5636,686,Age Transformation
5637,686,Detectives
5638,686,Based on a Manga
5639,687,Adventure
5640,687,Drama
5641,687,Mystery
5642,687,Romance
5643,687,Shounen
5644,687,Animeism
5645,687,Conspiracy
5646,687,Island
5647,687,Magic
5648,687,Revenge
5649,687,Based on a Manga
5650,688,Action
5651,688,Mystery
5652,688,Overpowered Main Characters
5653,688,Supernatural
5654,688,Based on a Light Novel
5655,689,BL
5656,689,Comedy
5657,689,Drama
5658,689,Romance
5659,689,Shounen-ai
5660,689,Age Gap
5661,689,Cohabitation
5662,689,LGBT Themes
5663,689,Romantic Comedy
5664,689,Writers
5665,689,Yaoi Hand Syndrome
5666,689,Based on a Manga
5667,690,Drama
5668,690,Romance
5669,690,Based on a Visual Novel
5670,691,Action
5671,691,Fantasy
5672,691,Chinese Animation
5673,691,Xianxia
5674,691,Based on a Novel
5675,691,CG Animation
5676,692,Drama
5677,692,Romance
5678,692,Shoujo
5679,692,Acting
5680,692,Showbiz
5681,692,Work Life
5682,692,Based on a Manga
5683,693,Action
5684,693,Fantasy
5685,693,Sci Fi
5686,693,Shounen
5687,693,Hand to Hand Combat
5688,693,Power Suits
5689,693,Superpowers
5690,694,Action
5691,694,Drama
5692,694,Reverse Harem
5693,694,Feudal Japan
5694,694,Historical
5695,694,Samurai
5696,694,Based on an Otome Game
5697,694,Based on a Visual Novel
5698,695,Horror
5699,695,Shoujo
5700,695,Curse
5701,695,Detectives
5702,695,Ghost Hunters
5703,695,Supernatural
5704,695,Based on a Light Novel
5705,696,Fantasy
5706,696,Magical Girl
5707,696,Romance
5708,696,Shoujo
5709,696,Family Friendly
5710,696,Henshin Heroes
5711,696,Magic
5712,696,Based on a Manga
5713,697,Comedy
5714,697,Josei
5715,697,Romance
5716,697,Classical Music
5717,697,Europe
5718,697,Music
5719,697,Based on a Manga
5720,698,Comedy
5721,698,Chibi
5722,698,Magic
5723,698,Magic School
5724,698,School Life
5725,698,Based on a Light Novel
5726,699,Comedy
5727,699,Romance
5728,699,Adult Couples
5729,699,Mature Romance
5730,699,MMORPG
5731,699,NEET
5732,699,Romantic Comedy
5733,699,RPG
5734,699,Based on a Manga
5735,700,Shounen
5736,700,Slice of Life
5737,700,Ocean
5738,700,Based on a Manga
5739,701,Comedy
5740,701,Seinen
5741,701,Coworkers
5742,701,Iyashikei
5743,701,Video Game Industry
5744,701,Work Life
5745,701,Based on a 4-Koma Manga
5746,701,Based on a Manga
5747,702,Shounen
5748,702,Board Games
5749,702,Ghosts
5750,702,Supernatural
5751,702,Tournaments
5752,702,Based on a Manga
5753,703,Action
5754,703,Fantasy
5755,703,Shounen
5756,703,Contemporary Fantasy
5757,703,Magic
5758,703,Superpowers
5759,703,Urban Fantasy
5760,703,Based on a Manga
5761,704,Action
5762,704,Adventure
5763,704,Horror
5764,704,Mecha
5765,704,Sci Fi
5766,704,Seinen
5767,704,Aliens
5768,704,Animeism
5769,704,Outer Space
5770,704,Post-apocalyptic
5771,704,Real Robot
5772,704,Based on a Manga
5773,704,CG Animation
5774,705,Sci Fi
5775,705,Androids
5776,705,Astronomy
5777,705,Dystopia
5778,705,Non-Human Protagonists
5779,705,Post-apocalyptic
5780,705,Robots
5781,705,Based on a Visual Novel
5782,706,Fantasy
5783,706,Anime Tamago
5784,706,Dungeon
5785,706,Magic
5786,706,Magic School
5787,706,School Life
5788,706,Witches
5789,706,Original Work
5790,707,Seinen
5791,707,Slice of Life
5792,707,Animal Characteristics
5793,707,Animal Transformation
5794,707,Countryside
5795,707,Family Life
5796,707,Iyashikei
5797,707,Japanese Mythology
5798,707,Lifestyle Change
5799,707,Non-Human Protagonists
5800,707,Orphans
5801,707,Supernatural
5802,707,Youkai
5803,707,Based on a Manga
5804,708,Fantasy
5805,708,Seinen
5806,708,Forest
5807,708,Loneliness
5808,708,Magic
5809,708,Melancholy
5810,708,Monsters
5811,708,Non-Human Protagonists
5812,708,Based on a Light Novel
5813,709,Sci Fi
5814,709,Slice of Life
5815,709,Virtual Reality
5816,709,Original Work
5817,710,Adventure
5818,710,Drama
5819,710,Fantasy
5820,710,Coming of Age
5821,710,Melancholy
5822,710,Motorcycles
5823,710,Based on a Light Novel
5824,711,Romance
5825,711,Coming of Age
5826,711,Love Triangle
5827,711,School Life
5828,711,Original Work
5829,712,Comedy
5830,712,Shounen
5831,712,Military
5832,712,Submarine
5833,712,Tsundere
5834,713,Drama
5835,713,Mystery
5836,713,Shounen
5837,713,Age Transformation
5838,713,Detectives
5839,713,Based on a Manga
5840,714,Action
5841,714,Comedy
5842,714,Drama
5843,714,Library
5844,714,Military
5845,714,Political
5846,714,Based on a Light Novel
5847,715,Action
5848,715,Mystery
5849,715,Seinen
5850,715,Detectives
5851,715,Supernatural
5852,715,Superpowers
5853,715,Based on a Manga
5854,716,Drama
5855,716,America
5856,716,Animeism
5857,716,Criminals
5858,716,Gangs
5859,716,Guns
5860,716,Historical
5861,716,Mafia
5862,716,Revenge
5863,716,Thriller
5864,716,Original Work
5865,717,Harem
5866,717,Romance
5867,717,Sci Fi
5868,717,Based on a Light Novel
5869,718,Drama
5870,718,Mystery
5871,718,Shounen
5872,718,Age Transformation
5873,718,Classical Music
5874,718,Detectives
5875,718,Music
5876,718,Music School
5877,718,School Life
5878,718,Based on a Manga
5879,719,Action
5880,719,Comedy
5881,719,Seinen
5882,719,Assassins
5883,719,Criminals
5884,719,Thieves
5885,719,Based on a Manga
5886,720,Comedy
5887,720,Shoujo
5888,720,Slice of Life
5889,720,Childcare
5890,720,Lifestyle Change
5891,720,Orphans
5892,720,Siblings
5893,720,Based on a Manga
5894,721,Comedy
5895,721,Shounen
5896,721,Slice of Life
5897,721,Gag
5898,721,Otaku Culture
5899,721,Based on a 4-Koma Manga
5900,721,Based on a Manga
5901,722,Comedy
5902,722,Shounen
5903,722,Crude
5904,722,Newly Co-ed School
5905,722,Parody
5906,722,School Life
5907,722,Student Council
5908,722,Based on a 4-Koma Manga
5909,722,Based on a Manga
5910,723,Action
5911,723,Comedy
5912,723,Mecha
5913,723,Sci Fi
5914,723,Shounen
5915,723,Military
5916,723,Tsundere
5917,723,Based on a Light Novel
5918,724,Comedy
5919,724,Shounen
5920,724,Gag
5921,724,School Life
5922,724,Based on a 4-Koma Manga
5923,724,Based on a Manga
5924,725,Slice of Life
5925,725,Food and Beverage
5926,725,Supernatural
5927,726,Action
5928,726,Fantasy
5929,726,Shounen
5930,726,Aliens
5931,726,Hand to Hand Combat
5932,726,Martial Arts
5933,726,Superpowers
5934,726,Based on a Manga
5935,727,Drama
5936,727,Romance
5937,727,Shoujo
5938,727,18th Century
5939,727,Europe
5940,727,France
5941,727,French Revolution
5942,727,Historical
5943,727,Political
5944,727,Social Gap
5945,727,Based on a Manga
5946,728,Drama
5947,728,Romance
5948,728,Seinen
5949,728,19th Century
5950,728,Adult Couples
5951,728,England
5952,728,Europe
5953,728,Historical
5954,728,Maids
5955,728,Mature Romance
5956,728,Social Gap
5957,728,Work Life
5958,728,Based on a Manga
5959,729,Comedy
5960,729,Drama
5961,729,Seinen
5962,729,Sports
5963,729,Baseball
5964,729,Mental Illness
5965,729,School Club
5966,729,School Life
5967,729,Based on a Manga
5968,730,Action
5969,730,Adventure
5970,730,Mercenaries
5971,730,Non-Human Protagonists
5972,730,Post-apocalyptic
5973,730,Star-Crossed Lovers
5974,730,Vampires
5975,730,Based on a Novel
5976,731,Action
5977,731,Comedy
5978,731,Sci Fi
5979,731,Superheroes
5980,731,Superpowers
5981,731,Original Work
5982,732,Action
5983,732,Drama
5984,732,Reverse Harem
5985,732,Feudal Japan
5986,732,Historical
5987,732,Samurai
5988,732,Based on an Otome Game
5989,732,Based on a Visual Novel
5990,733,Action
5991,733,Mystery
5992,733,Shounen
5993,733,Age Transformation
5994,733,Detectives
5995,733,Thriller
5996,733,Based on a Manga
5997,734,Action
5998,734,Mystery
5999,734,Seinen
6000,734,Supernatural
6001,734,Superpowers
6002,734,Based on a Manga
6003,735,Comedy
6004,735,Shounen
6005,735,Slice of Life
6006,735,Iyashikei
6007,735,School Life
6008,735,Based on a Manga
6009,736,Horror
6010,736,Countryside
6011,736,Psychological
6012,736,Supernatural
6013,736,Vampires
6014,736,Based on a Light Novel
6015,737,Comedy
6016,737,Fantasy
6017,737,Romance
6018,737,Shounen
6019,737,Demons
6020,737,Based on a Manga
6021,738,Comedy
6022,738,Seinen
6023,738,Afterlife
6024,738,Dark Comedy
6025,738,Demons
6026,738,Dogs
6027,738,Gag
6028,738,Hell
6029,738,Japanese Mythology
6030,738,Non-Human Protagonists
6031,738,Parody
6032,738,Satire
6033,738,Supernatural
6034,738,Youkai
6035,738,Based on a Manga
6036,739,Shounen
6037,739,Sports
6038,739,Basketball
6039,739,Recap
6040,739,School Club
6041,739,Tournaments
6042,739,Based on a Manga
6043,740,Action
6044,740,Fantasy
6045,740,Shounen
6046,740,Guilds
6047,740,Magic
6048,740,Based on a Manga
6049,741,Idols
6050,741,Music
6051,742,Drama
6052,742,Romance
6053,742,Slice of Life
6054,742,Adult Couples
6055,742,Firefighters
6056,742,Mature Romance
6057,742,Original Work
6058,743,Action
6059,743,Fantasy
6060,743,Ancient China
6061,743,Swordplay
6062,743,Wuxia
6063,743,Original Work
6064,744,Japanese Mythology
6065,744,Youkai
6066,745,Action
6067,745,Adventure
6068,745,Fantasy
6069,745,Shounen
6070,745,Medieval
6071,745,Middle Eastern
6072,745,Military
6073,745,Political
6074,745,Rebellions
6075,745,Royalty
6076,745,Swordplay
6077,745,War
6078,745,Based on a Manga
6079,746,Action
6080,746,Fantasy
6081,746,Chinese Animation
6082,746,Cultivation
6083,746,Martial Arts
6084,746,Short Episodes
6085,746,Xianxia
6086,746,Based on a Light Novel
6087,746,CG Animation
6088,747,Shounen
6089,747,19th Century
6090,747,Butlers
6091,747,Demons
6092,747,England
6093,747,Europe
6094,747,Master-Servant Relationship
6095,747,Nobility
6096,747,Non-Human Protagonists
6097,747,Supernatural
6098,747,Based on a Manga
6099,748,Action
6100,748,Adventure
6101,748,Shounen
6102,748,Animal Protagonists
6103,748,Bears
6104,748,Dogs
6105,748,Non-Human Protagonists
6106,748,Revenge
6107,748,Based on a Manga
6108,749,Shounen
6109,749,Sports
6110,749,Tennis
6111,749,Based on a Manga
6112,750,Drama
6113,750,Fantasy
6114,750,Romance
6115,750,Coming of Age
6116,750,Love Triangle
6117,750,Ocean
6118,750,Unrequited Love
6119,750,Original Work
6120,751,Comedy
6121,751,Seinen
6122,751,Slice of Life
6123,751,Art
6124,751,Art School
6125,751,Based on a 4-Koma Manga
6126,751,Based on a Manga
6127,752,Action
6128,752,Adventure
6129,752,Shounen
6130,752,Afterlife
6131,752,Demons
6132,752,Supernatural
6133,752,Superpowers
6134,752,Based on a Manga
6135,753,Action
6136,753,Drama
6137,753,Shounen
6138,753,Hand to Hand Combat
6139,753,Martial Arts
6140,753,Tournaments
6141,753,Based on a Manga
6142,754,Shounen
6143,754,Sports
6144,754,School Club
6145,754,Volleyball
6146,754,Based on a Manga
6147,755,Action
6148,755,Seinen
6149,755,Historical
6150,755,Person in a Strange World
6151,755,Rebellions
6152,755,Samurai
6153,755,Based on a Manga
6154,756,Comedy
6155,756,Seinen
6156,756,Countryside
6157,756,Crude
6158,756,Family Life
6159,756,Ghosts
6160,756,Supernatural
6161,756,Based on a Manga
6162,757,Action
6163,757,Adventure
6164,757,Mecha
6165,757,Romance
6166,757,Sci Fi
6167,757,Coming of Age
6168,757,Military
6169,757,Original Work
6170,758,Action
6171,758,Adventure
6172,758,Aviation
6173,758,Curse
6174,758,Europe
6175,758,Pigs
6176,758,Pirates
6177,758,Based on a Manga
6178,759,Action
6179,759,Mecha
6180,759,Sci Fi
6181,759,Outer Space
6182,760,Action
6183,760,Drama
6184,760,Mecha
6185,760,Romance
6186,760,Sci Fi
6187,760,Idols
6188,760,Love Triangle
6189,760,Music
6190,760,Real Robot
6191,760,Transforming Mecha
6192,761,Fantasy
6193,761,Magic
6194,761,Magic School
6195,761,School Life
6196,761,Witches
6197,761,Original Work
6198,762,Mystery
6199,762,Shounen
6200,762,Age Transformation
6201,762,Detectives
6202,762,Island
6203,762,Police
6204,762,Thieves
6205,762,Based on a Manga
6206,763,Drama
6207,763,Romance
6208,763,Shoujo
6209,763,Love Triangle
6210,763,School Life
6211,763,Based on a Manga
6212,764,Action
6213,764,Chinese Animation
6214,764,Based on a Novel
6215,764,CG Animation
6216,765,Action
6217,765,Comedy
6218,765,Shounen
6219,765,Aliens
6220,765,Assassins
6221,765,Non-Human Protagonists
6222,765,School Life
6223,765,Based on a Manga
6224,766,Drama
6225,766,Romance
6226,766,Amnesia
6227,766,Illness
6228,766,Love Triangle
6229,766,Based on an Eroge
6230,766,Based on a Visual Novel
6231,767,Comedy
6232,767,Shounen
6233,767,Slice of Life
6234,767,Breaking the Fourth Wall
6235,767,Dark Comedy
6236,767,Gag
6237,767,Parody
6238,767,Satire
6239,767,School Life
6240,767,Teaching
6241,767,Based on a Manga
6242,768,Action
6243,768,Fantasy
6244,768,Chinese Animation
6245,768,Elemental Powers
6246,768,Magic
6247,768,School Life
6248,768,Supernatural
6249,768,Urban Fantasy
6250,768,Based on a Novel
6251,769,Comedy
6252,769,Shounen
6253,769,Delinquents
6254,769,Hand to Hand Combat
6255,769,School Life
6256,769,Based on a Manga
6257,770,Drama
6258,770,Shounen
6259,770,Music
6260,770,Tournaments
6261,770,Based on a Manga
6262,771,Action
6263,771,Adventure
6264,771,Fantasy
6265,771,Based on a Manga
6266,772,Comedy
6267,772,Drama
6268,772,Romance
6269,772,School Life
6270,772,Based on a Light Novel
6271,773,Action
6272,773,Adventure
6273,773,Comedy
6274,773,Ecchi
6275,773,Fantasy
6276,773,Shounen
6277,773,Demons
6278,773,Isekai
6279,773,Magic
6280,773,Monsters
6281,773,Overpowered Main Characters
6282,773,Person in a Strange World
6283,773,Reincarnation
6284,773,RPG
6285,773,Slimes
6286,773,Based on a Manga
6287,774,Shounen
6288,774,Sports
6289,774,Basketball
6290,774,Based on a Manga
6291,775,Comedy
6292,775,Shounen
6293,775,Slice of Life
6294,775,Gag
6295,775,School Life
6296,775,Based on a Manga
6297,776,Action
6298,776,Shounen
6299,776,Hand to Hand Combat
6300,776,Recap
6301,776,Supernatural
6302,776,Based on a Manga
6303,777,Action
6304,777,Sci Fi
6305,777,Magic
6306,777,Psychic Powers
6307,777,Supernatural
6308,777,Superpowers
6309,777,Based on a Light Novel
6310,778,Fantasy
6311,778,Romance
6312,778,Shoujo
6313,778,Age Gap
6314,778,Arranged Marriage
6315,778,Lifestyle Change
6316,778,Royalty
6317,778,Based on a Manga
6318,779,Comedy
6319,779,Drama
6320,779,Seinen
6321,779,Slice of Life
6322,779,College
6323,779,Doujinshi Industry
6324,779,Manga Industry
6325,779,Otaku Culture
6326,779,Parody
6327,779,Satire
6328,779,School Club
6329,779,School Life
6330,779,Based on a Manga
6331,780,Action
6332,780,Drama
6333,780,Sci Fi
6334,780,Monsters
6335,781,Sci Fi
6336,781,Supernatural
6337,781,Superpowers
6338,781,Original Work
6339,782,Drama
6340,782,Music
6341,782,School Club
6342,782,School Life
6343,782,Based on a Novel
6344,783,Drama
6345,783,Romance
6346,783,Neighbors
6347,783,Based on an Eroge
6348,783,Based on a Visual Novel
6349,784,Action
6350,784,Sci Fi
6351,784,Elemental Powers
6352,784,Psychic Powers
6353,784,Supernatural
6354,784,Superpowers
6355,784,Based on a Manga
6356,785,Drama
6357,785,Romance
6358,785,Androphobia
6359,785,Body Swapping
6360,785,Love Triangle
6361,785,School Club
6362,785,School Life
6363,785,Supernatural
6364,785,Based on a Light Novel
6365,786,Comedy
6366,786,Drama
6367,786,Sports
6368,786,Childhood Friends
6369,786,Rivalries
6370,786,School Club
6371,786,School Life
6372,786,Swimming
