Index,Anime Index,Genre
22921,3323,Based on a Manga
22922,3324,Adventure
22923,3324,Fantasy
22924,3324,Shounen
22925,3324,Elemental Powers
22926,3324,Family Friendly
22927,3324,Monsters
22928,3324,Based on a Video Game
22929,3325,Drama
22930,3325,Romance
22931,3325,Seinen
22932,3325,Age Gap
22933,3325,Salaryman
22934,3325,Based on a Manga
22935,3326,Drama
22936,3326,GL
22937,3326,Romance
22938,3326,Shoujo-ai
22939,3326,All-Girls School
22940,3326,LGBT Themes
22941,3326,School Life
22942,3326,Based on a Manga
22943,3327,Sci Fi
22944,3327,Leijiverse
22945,3328,Drama
22946,3328,Shoujo
22947,3328,Based on a Manga
22948,3329,Comedy
22949,3329,Agriculture
22950,3329,Animal Protagonists
22951,3329,Anthropomorphic
22952,3329,Countryside
22953,3329,Episodic
22954,3329,Family Friendly
22955,3329,Non-Human Protagonists
22956,3329,Short Episodes
22957,3330,Shoujo
22958,3330,Demons
22959,3330,Monster-of-the-week
22960,3330,Supernatural
22961,3330,Youkai
22962,3330,Based on a Manga
22963,3331,Sci Fi
22964,3331,Cyberpunk
22965,3331,Dystopia
22966,3331,Noir
22967,3331,Psychological
22968,3331,Original Work
22969,3332,Action
22970,3332,Fantasy
22971,3332,Chinese Animation
22972,3332,Elemental Powers
22973,3332,Magic
22974,3332,School Life
22975,3332,Supernatural
22976,3332,Urban Fantasy
22977,3332,Based on a Novel
22978,3333,Magical Girl
22979,3333,Henshin Heroes
22980,3333,Magic
22981,3334,Action
22982,3334,Ecchi
22983,3334,Seinen
22984,3334,Hand to Hand Combat
22985,3334,Martial Arts
22986,3334,Martial Arts School
22987,3334,Panty Shots
22988,3334,School Life
22989,3334,Based on a Manga
22990,3335,Action
22991,3335,Adventure
22992,3335,Ancient China
22993,3335,Historical
22994,3335,Political
22995,3335,Rebellions
22996,3335,Romance of the Three Kingdoms
22997,3335,War
22998,3335,Based on a Novel
22999,3336,Action
23000,3336,Shounen
23001,3336,Aliens
23002,3336,Hand to Hand Combat
23003,3336,Martial Arts
23004,3336,Superpowers
23005,3336,Tournaments
23006,3336,Based on a Manga
23007,3337,Action
23008,3337,Comedy
23009,3337,Ecchi
23010,3337,Fantasy
23011,3337,Harem
23012,3337,Borderline H
23013,3337,Cohabitation
23014,3337,Contemporary Fantasy
23015,3337,Demons
23016,3337,Magic
23017,3337,Siblings
23018,3337,Supernatural
23019,3337,Urban Fantasy
23020,3337,Based on a Light Novel
23021,3338,Comedy
23022,3338,Crude
23023,3339,Drama
23024,3339,Mecha
23025,3339,Sci Fi
23026,3339,Military
23027,3339,Outer Space
23028,3340,Sci Fi
23029,3340,Androids
23030,3340,Cyberpunk
23031,3340,Power Suits
23032,3340,Robots
23033,3340,Original Work
23034,3341,Adventure
23035,3341,Fantasy
23036,3341,Autobiographies
23037,3342,Action
23038,3342,Sci Fi
23039,3342,Aliens
23040,3342,Collections
23041,3342,Guns
23042,3342,Military
23043,3342,Outer Space
23044,3342,War
23045,3342,Based on a Video Game
23046,3343,Action
23047,3343,Seinen
23048,3343,Assassins
23049,3343,Criminals
23050,3343,Episodic
23051,3343,Guns
23052,3343,Noir
23053,3343,Based on a Manga
23054,3344,Comedy
23055,3344,Harem
23056,3344,Shounen
23057,3344,Butlers
23058,3344,Master-Servant Relationship
23059,3344,Based on a Manga
23060,3345,Action
23061,3345,Adventure
23062,3345,Shounen
23063,3345,Animal Protagonists
23064,3345,Dogs
23065,3345,Non-Human Protagonists
23066,3345,Based on a Manga
23067,3346,Action
23068,3346,Comedy
23069,3346,Ecchi
23070,3346,Shounen
23071,3346,Sports
23072,3346,Boarding School
23073,3346,School Life
23074,3346,Tournaments
23075,3346,Based on a Manga
23076,3347,Action
23077,3347,Mecha
23078,3347,Sci Fi
23079,3347,Military
23080,3347,Real Robot
23081,3347,Original Work
23082,3348,Fantasy
23083,3348,Magical Girl
23084,3348,Sci Fi
23085,3348,Aliens
23086,3348,Henshin Heroes
23087,3348,Magic
23088,3348,Sentai
23089,3348,Superheroes
23090,3348,Tokusatsu
23091,3349,Action
23092,3349,Sci Fi
23093,3349,Shounen
23094,3349,Aliens
23095,3349,Body Sharing
23096,3349,Non-Human Protagonists
23097,3349,Police
23098,3349,Based on a Manga
23099,3350,Action
23100,3350,Adventure
23101,3350,Fantasy
23102,3350,Shounen
23103,3350,Magic
23104,3350,Based on a Manga
23105,3351,Action
23106,3351,Ecchi
23107,3351,Mecha
23108,3351,Sci Fi
23109,3351,Japan Animators Exhibition
23110,3351,Shorts
23111,3351,CG Animation
23112,3352,Action
23113,3352,Sci Fi
23114,3352,Androids
23115,3352,Cyberpunk
23116,3352,Non-Human Protagonists
23117,3352,Robots
23118,3352,Original Work
23119,3353,Sci Fi
23120,3353,Proxy Battles
23121,3354,Comedy
23122,3354,Shounen
23123,3354,Crude
23124,3354,Episodic
23125,3354,Gag
23126,3354,Short Episodes
23127,3354,Based on a Manga
23128,3355,Comedy
23129,3355,Shoujo
23130,3355,Slice of Life
23131,3355,Acting
23132,3355,Idols
23133,3355,Opposites Attract
23134,3355,Promotional
23135,3355,Romantic Comedy
23136,3355,Showbiz
23137,3355,Based on a Manga
23138,3356,Mystery
23139,3356,Shounen
23140,3356,Childhood Friends
23141,3356,Detectives
23142,3356,Based on a Manga
23143,3357,Action
23144,3357,Ecchi
23145,3357,Magical Girl
23146,3357,Sci Fi
23147,3357,Androids
23148,3357,Henshin Heroes
23149,3357,Non-Human Protagonists
23150,3357,Revenge
23151,3357,Robots
23152,3357,Superheroes
23153,3357,Superpowers
23154,3357,Based on a Manga
23155,3358,Vocaloid
23156,3359,Action
23157,3359,Adventure
23158,3359,Shounen
23159,3359,Pirates
23160,3359,Recap
23161,3359,Superpowers
23162,3359,Based on a Manga
23163,3360,Action
23164,3360,Sci Fi
23165,3360,Collections
23166,3360,Secret Identity
23167,3360,Superheroes
23168,3360,Vigilantes
23169,3360,Based on a Comic Book
23170,3361,Action
23171,3361,Sci Fi
23172,3361,Shounen
23173,3361,Family Friendly
23174,3361,Monsters
23175,3362,Adventure
23176,3362,Seinen
23177,3362,Slice of Life
23178,3362,School Club
23179,3362,Short Episodes
23180,3362,The Great Outdoors
23181,3362,Based on a Manga
23182,3363,Mystery
23183,3363,Shounen
23184,3363,Based on a Manga
23185,3364,Shounen
23186,3364,Sports
23187,3364,Golf
23188,3365,Sports
23189,3365,Archery
23190,3365,Stop Motion Animation
23191,3366,Animal Characteristics
23192,3366,Music
23193,3366,Non-Human Protagonists
23194,3366,Based on a Mobile Game
23195,3367,Drama
23196,3367,Anime Tamago
23197,3367,Shinigami
23198,3367,Supernatural
23199,3367,Original Work
23200,3368,Comedy
23201,3368,Romance
23202,3368,Seinen
23203,3368,Christmas
23204,3368,Based on a Manga
23205,3369,Comedy
23206,3369,Seinen
23207,3369,Island
23208,3369,Based on a Manga
23209,3370,Action
23210,3370,Shounen
23211,3370,School Life
23212,3370,Student Council
23213,3370,Based on a Manga
23214,3371,Shounen
23215,3371,Demons
23216,3371,Magic
23217,3371,Non-Human Protagonists
23218,3371,Superpowers
23219,3371,Based on a Manga
23220,3372,Action
23221,3372,Adventure
23222,3372,Ancient China
23223,3372,Chinese Animation
23224,3372,Historical
23225,3372,Martial Arts
23226,3373,Action
23227,3373,Mecha
23228,3373,Sci Fi
23229,3373,Combining Mecha
23230,3373,Super Robot
23231,3374,Idols
23232,3375,Idols
23233,3376,Sports
23234,3376,Basketball
23235,3376,School Life
23236,3376,Based on a Light Novel
23237,3377,Action
23238,3377,Seinen
23239,3377,Aliens
23240,3377,Superpowers
23241,3377,Based on a Manga
23242,3378,Comedy
23243,3378,Fantasy
23244,3378,Chibi
23245,3378,Crossover
23246,3378,Parody
23247,3379,Comedy
23248,3379,Shounen
23249,3379,Thieves
23250,3379,Based on a Manga
23251,3380,Insects
23252,3380,Japan Animators Exhibition
23253,3380,No Dialogue
23254,3380,Shorts
23255,3381,Comedy
23256,3381,Chibi
23257,3382,Action
23258,3382,Adventure
23259,3382,Fantasy
23260,3382,Slice of Life
23261,3382,MMORPG
23262,3382,Recap
23263,3382,Virtual Reality
23264,3383,Drama
23265,3383,19th Century
23266,3383,Countryside
23267,3383,Europe
23268,3383,Historical
23269,3383,World Masterpiece Theater
23270,3383,Based on a Novel
23271,3384,No Dialogue
23272,3384,Vocaloid
23273,3385,Chinese Animation
23274,3385,Supernatural
23275,3385,Based on a Manga
23276,3386,Ecchi
23277,3386,Sports
23278,3386,Based on a Manga
23279,3387,Adventure
23280,3387,Fantasy
23281,3387,Shounen
23282,3387,Elemental Powers
23283,3387,Episodic
23284,3387,Family Friendly
23285,3387,Monsters
23286,3387,Proxy Battles
23287,3387,Tournaments
23288,3387,Based on a Video Game
23289,3388,Action
23290,3388,Mecha
23291,3388,Sci Fi
23292,3388,Chinese Animation
23293,3388,Outer Space
23294,3388,Original Work
23295,3389,Comedy
23296,3389,Slice of Life
23297,3389,Military
23298,3389,Military School
23299,3389,School Club
23300,3389,School Life
23301,3389,Original Work
23302,3390,Adventure
23303,3390,High Stakes Games
23304,3390,Original Work
23305,3391,Comedy
23306,3391,Fantasy
23307,3391,Chibi
23308,3391,Gag
23309,3391,Tsundere
23310,3392,Adventure
23311,3392,Comedy
23312,3392,Crude
23313,3392,Forest
23314,3392,Island
23315,3392,Jungle
23316,3393,Fantasy
23317,3393,Family Friendly
23318,3393,Non-Human Protagonists
23319,3394,Adventure
23320,3394,Comedy
23321,3394,Fantasy
23322,3394,Horror
23323,3394,Shounen
23324,3394,Parody
23325,3394,Based on a Manga
23326,3395,Sci Fi
23327,3395,Dystopia
23328,3395,Psychological
23329,3395,Terrorism
23330,3395,Based on a Novel
23331,3396,Shinigami
23332,3396,Supernatural
23333,3397,Action
23334,3397,Sci Fi
23335,3397,Shounen
23336,3397,Military
23337,3397,Non-Human Protagonists
23338,3397,Robots
23339,3397,Based on a Video Game
23340,3398,Action
23341,3398,Adventure
23342,3398,Ecchi
23343,3398,Sci Fi
23344,3398,Shounen
23345,3398,Aliens
23346,3398,Cyborgs
23347,3398,Space Pirates
23348,3398,Based on a Manga
23349,3399,Action
23350,3399,Drama
23351,3399,Assassins
23352,3399,Boarding School
23353,3399,Guns
23354,3399,School Life
23355,3399,Based on a Visual Novel
23356,3400,Comedy
23357,3400,Romance
23358,3400,Seinen
23359,3400,Slice of Life
23360,3400,Astronomy
23361,3400,School Club
23362,3400,School Life
23363,3400,Based on a Manga
23364,3401,Fantasy
23365,3401,Based on a Video Game
23366,3402,Fantasy
23367,3402,Magic
23368,3403,Action
23369,3403,Comedy
23370,3403,Ecchi
23371,3403,Fantasy
23372,3403,Harem
23373,3403,All-Girls School
23374,3403,Boarding School
23375,3403,Magic
23376,3403,Magic School
23377,3403,Master-Servant Relationship
23378,3403,School Life
23379,3403,Tsundere
23380,3403,Based on a Light Novel
23381,3404,Adventure
23382,3404,Fantasy
23383,3404,Sci Fi
23384,3404,Hacking
23385,3404,MMORPG
23386,3404,Person in a Strange World
23387,3404,RPG
23388,3404,Trapped in a Video Game
23389,3404,Virtual Reality
23390,3405,Action
23391,3405,Shounen
23392,3405,Ninja
23393,3405,Based on a Manga
23394,3406,Action
23395,3406,Comedy
23396,3406,Sci Fi
23397,3406,Aliens
23398,3406,Non-Human Protagonists
23399,3406,Parody
23400,3406,Police
23401,3407,Fantasy
23402,3407,Animal Characteristics
23403,3407,Economics
23404,3407,Educational
23405,3407,Medieval
23406,3407,Non-Human Protagonists
23407,3408,Action
23408,3408,Sci Fi
23409,3408,Shounen
23410,3408,Power Suits
23411,3408,Based on a Manga
23412,3409,Adventure
23413,3409,Magic
23414,3409,Time Travel
23415,3409,Based on a Novel
23416,3410,Fantasy
23417,3410,Reverse Harem
23418,3410,Romance
23419,3410,Shoujo
23420,3410,Based on an Otome Game
23421,3410,Based on a Visual Novel
23422,3411,Ecchi
23423,3411,Fantasy
23424,3411,Harem
23425,3411,Borderline H
23426,3411,Contemporary Fantasy
23427,3411,Demons
23428,3411,Urban Fantasy
23429,3411,Based on a Light Novel
23430,3412,Action
23431,3412,Shounen
23432,3412,Master-Servant Relationship
23433,3412,Supernatural
23434,3412,Based on a Manga
23435,3413,Ecchi
23436,3413,Harem
23437,3413,Borderline H
23438,3413,Chibi
23439,3413,Demons
23440,3413,Based on a Light Novel
23441,3414,Comedy
23442,3414,Shounen
23443,3414,Slice of Life
23444,3414,Androids
23445,3414,Robots
23446,3414,Based on a Manga
23447,3415,Chinese Animation
23448,3415,Short Episodes
23449,3415,Supernatural
23450,3415,Based on a Manga
23451,3416,Chinese Animation
23452,3416,Supernatural
23453,3417,Action
23454,3417,Fantasy
23455,3417,Magical Girl
23456,3417,Shounen
23457,3417,Contemporary Fantasy
23458,3417,Henshin Heroes
23459,3417,Magic
23460,3417,Urban Fantasy
23461,3417,Based on a Manga
23462,3418,Action
23463,3418,Comedy
23464,3418,Shounen
23465,3418,Samurai
23466,3418,Based on a Manga
23467,3419,Sci Fi
23468,3419,Military
23469,3419,Ocean
23470,3419,Political
23471,3419,Real Robot
23472,3419,Submarine
23473,3419,Based on a Manga
23474,3420,Action
23475,3420,Fantasy
23476,3420,Sci Fi
23477,3420,Magic
23478,3420,Proxy Battles
23479,3420,Superpowers
23480,3420,Time Travel
23481,3420,Based on a Mobile Game
23482,3421,Seinen
23483,3421,Aviation
23484,3421,Military
23485,3421,Based on a Manga
23486,3422,Comedy
23487,3422,Picture Drama
23488,3422,Superheroes
23489,3423,Comedy
23490,3423,Sci Fi
23491,3423,Gag
23492,3423,Magic
23493,3423,Parody
23494,3423,Psychic Powers
23495,3423,Superpowers
23496,3424,Comedy
23497,3424,Shounen
23498,3424,Based on a Manga
23499,3425,Acting
23500,3425,Idols
23501,3425,Music
23502,3425,Showbiz
23503,3425,Based on a Card Game
23504,3426,Fantasy
23505,3426,Mystery
23506,3426,Shoujo
23507,3426,Contemporary Fantasy
23508,3426,Japanese Mythology
23509,3426,Supernatural
23510,3426,Urban Fantasy
23511,3426,Work Life
23512,3426,Youkai
23513,3426,Based on a Manga
23514,3427,Idols
23515,3427,Music
23516,3427,Showbiz
23517,3428,Fantasy
23518,3428,Abstract
23519,3428,Original Work
23520,3429,Comedy
23521,3429,Aliens
23522,3429,Outer Space
23523,3429,Short Episodes
23524,3429,Based on a Manga
23525,3430,Comedy
23526,3430,Drama
23527,3430,Ecchi
23528,3430,Seinen
23529,3430,Age Gap
23530,3430,School Life
23531,3430,Student-Teacher Relationship
23532,3430,Based on a Manga
23533,3431,Drama
23534,3431,19th Century
23535,3431,Countryside
23536,3431,Europe
23537,3431,Family Friendly
23538,3431,Historical
23539,3431,Teaching
23540,3431,World Masterpiece Theater
23541,3431,Based on a Novel
23542,3432,Mecha
23543,3432,Sci Fi
23544,3432,Original Work
23545,3433,Action
23546,3433,Adventure
23547,3433,Sci Fi
23548,3433,Shounen
23549,3433,Family Friendly
23550,3433,Monster-of-the-week
23551,3433,Monsters
23552,3433,Person in a Strange World
23553,3434,Fantasy
23554,3434,Romance
23555,3434,Slice of Life
23556,3434,Shorts
23557,3434,Original Work
23558,3435,Action
23559,3435,Adventure
23560,3435,Comedy
23561,3435,Fantasy
23562,3435,Shounen
23563,3435,Crossover
23564,3435,Pirates
23565,3435,Racing
23566,3435,Superpowers
23567,3436,MMORPG
23568,3436,RPG
23569,3436,Virtual Reality
23570,3437,Romance
23571,3437,Political
23572,3437,School Club
23573,3437,School Life
23574,3437,Based on an Eroge
23575,3437,Based on a Visual Novel
23576,3438,Action
23577,3438,Adventure
23578,3438,Mecha
23579,3438,Romance
23580,3438,Sci Fi
23581,3438,Coming of Age
23582,3438,Military
23583,3438,Recap
23584,3438,Original Work
23585,3439,Action
23586,3439,Comedy
23587,3439,Sci Fi
23588,3439,Slice of Life
23589,3439,Aliens
23590,3439,Parody
23591,3439,Power Suits
23592,3439,Sentai
23593,3439,Superheroes
23594,3439,Tokusatsu
23595,3439,Based on a Manga
23596,3440,Japanese Mythology
23597,3440,Supernatural
23598,3440,Youkai
23599,3441,Fantasy
23600,3441,Sci Fi
23601,3441,Outer Space
23602,3441,Superpowers
23603,3441,Original Work
23604,3442,Romance
23605,3442,Abstract
23606,3443,Action
23607,3443,Mecha
23608,3443,Sci Fi
23609,3443,Recap
23610,3444,Comedy
23611,3444,Fantasy
23612,3444,Shounen
23613,3444,Parody
23614,3444,RPG
23615,3444,Based on a Manga
23616,3445,Drama
23617,3445,Romance
23618,3445,Shounen
23619,3445,Sports
23620,3445,Baseball
23621,3445,Based on a Manga
23622,3446,Action
23623,3446,Shounen
23624,3446,Desert
23625,3446,Dystopia
23626,3446,Hand to Hand Combat
23627,3446,Martial Arts
23628,3446,Post-apocalyptic
23629,3446,Based on a Manga
23630,3447,Adventure
23631,3447,Comedy
23632,3447,Fantasy
23633,3447,Harem
23634,3447,Shounen
23635,3447,Cheats
23636,3447,Isekai
23637,3447,Overpowered Main Characters
23638,3447,Person in a Strange World
23639,3447,Based on a Light Novel
23640,3448,Action
23641,3448,Sci Fi
23642,3448,Recap
23643,3448,Superpowers
23644,3448,Original Work
23645,3449,Music
23646,3449,Music School
23647,3449,School Life
23648,3449,Original Work
23649,3450,Idols
23650,3450,Music
23651,3450,Based on a Video Game
23652,3451,Action
23653,3451,Superheroes
23654,3451,Supernatural
23655,3451,Superpowers
23656,3451,Original Work
23657,3452,Drama
23658,3452,Historical
23659,3453,Comedy
23660,3453,Mystery
23661,3453,Detectives
23662,3453,Sherlock Holmes
23663,3454,Action
23664,3454,Comedy
23665,3454,Drama
23666,3454,Sci Fi
23667,3454,Aging
23668,3454,Hacking
23669,3454,Medical
23670,3454,Non-Human Protagonists
23671,3454,Robots
23672,3454,Original Work
23673,3455,Comedy
23674,3455,Drama
23675,3455,Fantasy
23676,3455,Episodic
23677,3455,Family Friendly
23678,3455,Japanese Mythology
23679,3455,Original Work
23680,3456,Fantasy
23681,3456,Romance
23682,3456,Shoujo
23683,3456,Contemporary Fantasy
23684,3456,Isekai
23685,3456,Based on a Manga
23686,3457,Comedy
23687,3457,GL
23688,3457,Romance
23689,3457,Shoujo-ai
23690,3457,All-Girls School
23691,3457,Boarding School
23692,3457,Crossdressing
23693,3457,School Life
23694,3457,Based on an Eroge
23695,3457,Based on a Visual Novel
23696,3458,Action
23697,3458,Mecha
23698,3458,Ghosts
23699,3458,Supernatural
23700,3458,Based on a Light Novel
23701,3459,Fantasy
23702,3459,Romance
23703,3459,Magic
23704,3459,Based on an Eroge
23705,3459,Based on a Visual Novel
23706,3460,Action
23707,3460,Sci Fi
23708,3460,Shounen
23709,3460,Cyborgs
23710,3460,Superheroes
23711,3460,Based on a Manga
23712,3461,Action
23713,3461,Sci Fi
23714,3461,Japan Animators Exhibition
23715,3461,Monsters
23716,3461,Shorts
23717,3462,Comedy
23718,3462,Fantasy
23719,3462,Shounen
23720,3462,Slice of Life
23721,3462,Animal Characteristics
23722,3462,Demons
23723,3462,Dragons
23724,3462,Isekai
23725,3462,Non-Human Protagonists
23726,3462,Person in a Strange World
23727,3462,Pets
23728,3462,Summoned Into Another World
23729,3462,Wrestling
23730,3462,Based on a Manga
23731,3463,Comedy
23732,3463,Slice of Life
23733,3463,Family Life
23734,3463,Based on a Manga
23735,3464,Action
23736,3464,Seinen
23737,3464,America
23738,3464,Guns
23739,3464,Police
23740,3464,Based on a Manga
23741,3465,Adventure
23742,3465,Comedy
23743,3465,Fantasy
23744,3465,Based on a Manga
23745,3466,Action
23746,3466,Comedy
23747,3466,Abstract
23748,3466,Crude
23749,3466,Prison
23750,3466,Original Work
23751,3467,Comedy
23752,3467,Slice of Life
23753,3467,Supernatural
23754,3467,Vampires
23755,3467,Based on a Manga
23756,3468,Mecha
23757,3468,Mystery
23758,3468,Sci Fi
23759,3468,Conspiracy
23760,3468,Real Robot
23761,3468,Original Work
23762,3469,Drama
23763,3469,Romance
23764,3469,Based on a Visual Novel
23765,3470,Drama
23766,3470,Classical Music
23767,3470,Countryside
23768,3470,Music
23769,3470,Based on a Novel
23770,3471,Fantasy
23771,3471,Dragons
23772,3471,Japan Animators Exhibition
23773,3471,Shorts
23774,3472,Action
23775,3472,Adventure
23776,3472,Fantasy
23777,3472,Based on a Video Game
23778,3473,Adventure
23779,3473,Fantasy
23780,3473,Animal Protagonists
23781,3473,Anthropomorphic
23782,3473,Contemporary Fantasy
23783,3473,Family Friendly
23784,3473,Iyashikei
23785,3473,Non-Human Protagonists
23786,3473,Zoo
23787,3473,Based on a Mobile Game
23788,3473,CG Animation
23789,3474,Comedy
23790,3474,Police
23791,3475,Comedy
23792,3475,Police
23793,3476,Action
23794,3476,Fantasy
23795,3476,Magical Girl
23796,3476,Romance
23797,3476,Shoujo
23798,3476,Contemporary Fantasy
23799,3476,Elemental Powers
23800,3476,Fated Lovers
23801,3476,Henshin Heroes
23802,3476,Magic
23803,3476,Reincarnation
23804,3476,Sentai
23805,3476,Tokusatsu
23806,3476,Urban Fantasy
23807,3476,Based on a Manga
23808,3477,Educational
23809,3477,Military
23810,3477,Original Work
23811,3478,Fantasy
23812,3478,Chibi
23813,3478,Short Episodes
23814,3479,Action
23815,3479,Adventure
23816,3479,Fantasy
23817,3479,Shounen
23818,3479,Elemental Powers
23819,3479,Family Friendly
23820,3479,Monsters
23821,3479,Proxy Battles
23822,3479,Based on a Video Game
23823,3480,Comedy
23824,3480,Fantasy
23825,3480,Shounen
23826,3480,Medieval
23827,3480,Middle Eastern
23828,3480,Royalty
23829,3480,Based on a Manga
23830,3481,Comedy
23831,3481,Seinen
23832,3481,Slice of Life
23833,3481,School Life
23834,3481,Based on a Manga
23835,3482,Action
23836,3482,Fantasy
23837,3482,Sci Fi
23838,3482,Shounen
23839,3482,Hand to Hand Combat
23840,3482,Power Suits
23841,3482,Superpowers
23842,3483,Drama
23843,3483,Romance
23844,3483,Lifestyle Change
23845,3483,Political
23846,3483,Royalty
23847,3483,Social Gap
23848,3483,Based on a Novel
23849,3484,Comedy
23850,3484,Shounen
23851,3484,Slice of Life
23852,3484,Gag
23853,3484,School Life
23854,3484,Slapstick
23855,3484,Based on a Manga
23856,3485,Action
23857,3485,Proxy Battles
23858,3486,Action
23859,3486,Adventure
23860,3486,Bounty Hunters
23861,3486,Guns
23862,3486,Psychic Powers
23863,3486,Superpowers
23864,3486,Original Work
23865,3487,Sci Fi
23866,3487,Police
23867,3487,Supernatural
23868,3487,Based on a Light Novel
23869,3488,Action
23870,3488,Shounen
23871,3488,Aliens
23872,3488,Hand to Hand Combat
23873,3488,Martial Arts
23874,3488,Superpowers
23875,3488,Based on a Manga
23876,3489,Idols
23877,3489,School Life
23878,3490,Action
23879,3490,Fantasy
23880,3490,Seinen
23881,3490,Demons
23882,3490,Magic
23883,3490,Based on a Manga
23884,3491,Action
23885,3491,Drama
23886,3491,Horror
23887,3491,Mystery
23888,3491,Criminals
23889,3491,Orphans
23890,3491,Psychological
23891,3491,Serial Killers
23892,3491,Thriller
23893,3491,Based on a Video Game
23894,3492,Fantasy
23895,3492,Animal Characteristics
23896,3492,God-Human Relationship
23897,3492,Gods
23898,3492,Interspecies Relationship
23899,3492,Medieval
23900,3492,Non-Human Protagonists
23901,3492,Based on a Light Novel
23902,3493,Comedy
23903,3493,Fantasy
23904,3493,Shounen
23905,3493,Demons
23906,3493,Based on a Manga
23907,3494,Adventure
23908,3494,19th Century
23909,3494,Family Life
23910,3494,Forest
23911,3494,Historical
23912,3494,Island
23913,3494,Survival
23914,3494,World Masterpiece Theater
23915,3494,Based on a Novel
23916,3495,Comedy
23917,3495,Shounen
23918,3495,Butlers
23919,3495,Master-Servant Relationship
23920,3495,Based on a Manga
23921,3496,Comedy
23922,3496,Anime Industry
23923,3496,Coworkers
23924,3496,Otaku Culture
23925,3496,Parody
23926,3496,Work Life
23927,3496,Original Work
23928,3497,Drama
23929,3497,Vocaloid
23930,3498,Demons
23931,3498,Family Friendly
23932,3498,Supernatural
23933,3498,Based on a Picture Book
23934,3499,Action
23935,3499,Adventure
23936,3499,Sci Fi
23937,3499,Shounen
23938,3499,America
23939,3499,Family Friendly
23940,3499,Monsters
23941,3500,Romance
23942,3500,Sci Fi
23943,3500,Aliens
23944,3500,Based on a Light Novel
23945,3501,Comedy
23946,3501,Shounen
23947,3501,Crude
23948,3501,Episodic
23949,3501,Gag
23950,3501,Short Episodes
23951,3501,Based on a Manga
23952,3502,Action
23953,3502,Fantasy
23954,3502,Shounen
23955,3502,Feudal Japan
23956,3502,Insects
23957,3502,Monsters
23958,3502,Samurai
23959,3502,Swordplay
23960,3502,Based on a Manga
23961,3503,Action
23962,3503,Sci Fi
23963,3503,Cyborgs
23964,3503,Based on a Manga
23965,3503,CG Animation
23966,3504,Idols
23967,3504,Music
23968,3504,Music School
23969,3504,Showbiz
23970,3504,Based on a Card Game
23971,3505,Action
23972,3505,Fantasy
23973,3505,Magic
23974,3506,Seinen
23975,3506,Sports
23976,3506,Baseball
23977,3506,Work Life
23978,3506,Based on a Manga
23979,3507,Idols
23980,3507,Music
23981,3507,CG Animation
23982,3508,Idols
23983,3508,Music
23984,3508,Showbiz
23985,3509,Action
23986,3509,Mecha
23987,3509,Sci Fi
23988,3509,Island
23989,3509,Proxy Battles
23990,3510,Shounen
23991,3510,Sports
23992,3510,Hand to Hand Combat
23993,3510,Wrestling
23994,3510,Based on a Manga
23995,3511,Animal Characteristics
23996,3511,Animal Protagonists
23997,3511,Cats
23998,3512,Comedy
23999,3512,Aliens
24000,3512,Crude
24001,3512,Person in a Strange World
24002,3513,Action
24003,3513,Comedy
24004,3513,Drama
24005,3513,Sci Fi
24006,3513,Slice of Life
24007,3513,Coming of Age
24008,3513,Non-Human Protagonists
24009,3513,Robots
24010,3513,Original Work
24011,3514,Action
24012,3514,Adventure
24013,3514,Sci Fi
24014,3514,Shounen
24015,3514,Family Friendly
24016,3514,Monster-of-the-week
24017,3514,Monsters
24018,3515,Action
24019,3515,School Life
24020,3515,Secret Identity
24021,3515,Supernatural
24022,3515,Thieves
24023,3515,Vigilantes
24024,3515,Based on a Video Game
24025,3516,Action
24026,3516,Sci Fi
24027,3516,Shorts
24028,3516,Based on a Movie
24029,3517,Comedy
24030,3517,Slice of Life
24031,3517,Family Friendly
24032,3517,Based on a 4-Koma Manga
24033,3517,Based on a Manga
24034,3518,Adventure
24035,3518,Fantasy
24036,3518,Animal Protagonists
24037,3518,Family Friendly
24038,3518,Greek Mythology
24039,3518,Non-Human Protagonists
24040,3519,Comedy
24041,3519,Romance
24042,3519,Shoujo
24043,3519,Coming of Age
24044,3519,Monsters
24045,3519,School Life
24046,3519,Supernatural
24047,3519,Vampires
24048,3519,Based on a Manga
24049,3520,Comedy
24050,3520,Ecchi
24051,3520,Harem
24052,3520,Romance
24053,3520,Shounen
24054,3520,Boarding House
24055,3520,Ghosts
24056,3520,Neighbors
24057,3520,Supernatural
24058,3520,Based on a Manga
24059,3521,Action
24060,3521,Mecha
24061,3522,""
24062,3523,Action
24063,3523,Adventure
24064,3523,Ecchi
24065,3523,Fantasy
24066,3523,Animal Characteristics
24067,3523,Animal Transformation
24068,3523,Isekai
24069,3523,Magic
24070,3523,Non-Human Protagonists
24071,3523,Person in a Strange World
24072,3523,Royalty
24073,3523,Summoned Into Another World
24074,3523,War
24075,3523,Original Work
24076,3524,Action
24077,3524,Mecha
24078,3524,Sci Fi
24079,3524,Combining Mecha
24080,3524,Monsters
24081,3524,Super Robot
24082,3525,Drama
24083,3525,Commercials
24084,3525,Family Life
24085,3525,Food and Beverage
24086,3525,Promotional
24087,3525,Short Episodes
24088,3526,Martial Arts
24089,3527,Comedy
24090,3527,Seinen
24091,3527,Slice of Life
24092,3527,All-Girls School
24093,3527,School Life
24094,3527,Based on a 4-Koma Manga
