Index,Anime Index,Status,Viewers,Rating
14391,3613,Watching,52,3.487
14392,3613,To-Watch,133,3.487
14393,3613,Dropped,14,3.487
14394,3614,Watched,392,3.487
14395,3614,Watching,14,3.487
14396,3614,To-Watch,404,3.487
14397,3614,Dropped,9,3.487
14398,3615,Watched,41,3.486
14399,3615,Watching,6,3.486
14400,3615,To-Watch,74,3.486
14401,3615,Dropped,11,3.486
14402,3616,Watched,6,3.486
14403,3616,Watching,17,3.486
14404,3616,To-Watch,190,3.486
14405,3616,Dropped,5,3.486
14406,3617,Watched,295,3.486
14407,3617,Watching,13,3.486
14408,3617,To-Watch,403,3.486
14409,3617,Dropped,4,3.486
14410,3618,Watched,4937,3.485
14411,3618,Watching,31,3.485
14412,3618,To-Watch,1299,3.485
14413,3618,Dropped,37,3.485
14414,3619,Watched,3463,3.486
14415,3619,Watching,289,3.486
14416,3619,To-Watch,2119,3.486
14417,3619,Dropped,274,3.486
14418,3620,Watched,503,3.462
14419,3620,Watching,15,3.462
14420,3620,To-Watch,229,3.462
14421,3620,Dropped,4,3.462
14422,3621,Watched,1033,3.486
14423,3621,Watching,336,3.486
14424,3621,To-Watch,1141,3.486
14425,3621,Dropped,290,3.486
14426,3622,Watched,2026,3.485
14427,3622,Watching,319,3.485
14428,3622,To-Watch,1826,3.485
14429,3622,Dropped,372,3.485
14430,3623,Watched,4818,3.485
14431,3623,Watching,42,3.485
14432,3623,To-Watch,1483,3.485
14433,3623,Dropped,37,3.485
14434,3624,Watched,25082,3.484
14435,3624,Watching,1342,3.484
14436,3624,To-Watch,4151,3.484
14437,3624,Dropped,1273,3.484
14438,3625,Watched,2262,3.485
14439,3625,Watching,40,3.485
14440,3625,To-Watch,1336,3.485
14441,3625,Dropped,26,3.485
14442,3626,Watched,210,3.484
14443,3626,Watching,27,3.484
14444,3626,To-Watch,437,3.484
14445,3626,Dropped,20,3.484
14446,3627,Watched,1465,3.485
14447,3627,Watching,173,3.485
14448,3627,To-Watch,1315,3.485
14449,3627,Dropped,117,3.485
14450,3628,Watched,7458,3.484
14451,3628,Watching,707,3.484
14452,3628,To-Watch,3689,3.484
14453,3628,Dropped,750,3.484
14454,3629,Watched,71,3.484
14455,3629,Watching,1,3.484
14456,3629,To-Watch,34,3.484
14457,3629,Dropped,0,3.484
14458,3630,Watched,202,3.483
14459,3630,Watching,9,3.483
14460,3630,To-Watch,260,3.483
14461,3630,Dropped,12,3.483
14462,3631,Watched,24,3.483
14463,3631,Watching,1,3.483
14464,3631,To-Watch,25,3.483
14465,3631,Dropped,1,3.483
14466,3632,Watched,5060,3.483
14467,3632,Watching,45,3.483
14468,3632,To-Watch,1455,3.483
14469,3632,Dropped,95,3.483
14470,3633,Watched,13,3.482
14471,3633,Watching,0,3.482
14472,3633,To-Watch,37,3.482
14473,3633,Dropped,0,3.482
14474,3634,Watched,14,3.482
14475,3634,Watching,1,3.482
14476,3634,To-Watch,24,3.482
14477,3634,Dropped,4,3.482
14478,3635,Watched,18,3.482
14479,3635,Watching,1,3.482
14480,3635,To-Watch,8,3.482
14481,3635,Dropped,0,3.482
14482,3636,Watched,96,3.481
14483,3636,Watching,6,3.481
14484,3636,To-Watch,133,3.481
14485,3636,Dropped,4,3.481
14486,3637,Watched,5911,3.48
14487,3637,Watching,115,3.48
14488,3637,To-Watch,1479,3.48
14489,3637,Dropped,60,3.48
14490,3638,Watched,504,3.481
14491,3638,Watching,9,3.481
14492,3638,To-Watch,418,3.481
14493,3638,Dropped,9,3.481
14494,3639,Watched,1990,3.481
14495,3639,Watching,128,3.481
14496,3639,To-Watch,1295,3.481
14497,3639,Dropped,151,3.481
14498,3640,Watched,11472,3.481
14499,3640,Watching,859,3.481
14500,3640,To-Watch,5217,3.481
14501,3640,Dropped,1287,3.481
14502,3641,Watched,3003,3.48
14503,3641,Watching,349,3.48
14504,3641,To-Watch,4248,3.48
14505,3641,Dropped,321,3.48
14506,3642,Watched,517,3.48
14507,3642,Watching,16,3.48
14508,3642,To-Watch,469,3.48
14509,3642,Dropped,10,3.48
14510,3643,Watched,583,3.479
14511,3643,Watching,5,3.479
14512,3643,To-Watch,313,3.479
14513,3643,Dropped,10,3.479
14514,3644,Watched,94,3.479
14515,3644,Watching,3,3.479
14516,3644,To-Watch,108,3.479
14517,3644,Dropped,8,3.479
14518,3645,Watched,1334,3.479
14519,3645,Watching,16,3.479
14520,3645,To-Watch,593,3.479
14521,3645,Dropped,21,3.479
14522,3646,Watched,3936,3.479
14523,3646,Watching,105,3.479
14524,3646,To-Watch,715,3.479
14525,3646,Dropped,257,3.479
14526,3647,Watched,1141,3.478
14527,3647,Watching,17,3.478
14528,3647,To-Watch,739,3.478
14529,3647,Dropped,14,3.478
14530,3648,Watched,10618,3.478
14531,3648,Watching,1042,3.478
14532,3648,To-Watch,4868,3.478
14533,3648,Dropped,896,3.478
14534,3649,Watched,3244,3.48
14535,3649,Watching,66,3.48
14536,3649,To-Watch,1190,3.48
14537,3649,Dropped,37,3.48
14538,3650,Watched,2162,3.478
14539,3650,Watching,116,3.478
14540,3650,To-Watch,3017,3.478
14541,3650,Dropped,62,3.478
14542,3651,Watched,3937,3.478
14543,3651,Watching,33,3.478
14544,3651,To-Watch,1674,3.478
14545,3651,Dropped,14,3.478
14546,3652,Watched,671,3.477
14547,3652,Watching,13,3.477
14548,3652,To-Watch,351,3.477
14549,3652,Dropped,4,3.477
14550,3653,Watched,199,3.477
14551,3653,Watching,74,3.477
14552,3653,To-Watch,347,3.477
14553,3653,Dropped,41,3.477
14554,3654,Watched,1742,3.477
14555,3654,Watching,267,3.477
14556,3654,To-Watch,3380,3.477
14557,3654,Dropped,283,3.477
14558,3655,Watched,5299,3.475
14559,3655,Watching,124,3.475
14560,3655,To-Watch,551,3.475
14561,3655,Dropped,176,3.475
14562,3656,Watched,2685,3.476
14563,3656,Watching,40,3.476
14564,3656,To-Watch,755,3.476
14565,3656,Dropped,26,3.476
14566,3657,Watched,566,3.476
14567,3657,Watching,5,3.476
14568,3657,To-Watch,439,3.476
14569,3657,Dropped,12,3.476
14570,3658,Watched,12,3.476
14571,3658,Watching,1,3.476
14572,3658,To-Watch,21,3.476
14573,3658,Dropped,0,3.476
14574,3659,Watched,42,3.476
14575,3659,Watching,0,3.476
14576,3659,To-Watch,22,3.476
14577,3659,Dropped,1,3.476
14578,3660,Watched,73,3.476
14579,3660,Watching,5,3.476
14580,3660,To-Watch,149,3.476
14581,3660,Dropped,1,3.476
14582,3661,Watched,590,3.475
14583,3661,Watching,17,3.475
14584,3661,To-Watch,448,3.475
14585,3661,Dropped,10,3.475
14586,3662,Watched,1957,3.473
14587,3662,Watching,30,3.473
14588,3662,To-Watch,274,3.473
14589,3662,Dropped,29,3.473
14590,3663,Watched,270,3.475
14591,3663,Watching,8,3.475
14592,3663,To-Watch,72,3.475
14593,3663,Dropped,5,3.475
14594,3664,Watched,425,3.475
14595,3664,Watching,3,3.475
14596,3664,To-Watch,181,3.475
14597,3664,Dropped,6,3.475
14598,3665,Watched,405,3.475
14599,3665,Watching,5,3.475
14600,3665,To-Watch,154,3.475
14601,3665,Dropped,8,3.475
14602,3666,Watched,138,3.474
14603,3666,Watching,0,3.474
14604,3666,To-Watch,34,3.474
14605,3666,Dropped,0,3.474
14606,3667,Watched,383,3.474
14607,3667,Watching,11,3.474
14608,3667,To-Watch,317,3.474
14609,3667,Dropped,8,3.474
14610,3668,Watched,3155,3.474
14611,3668,Watching,609,3.474
14612,3668,To-Watch,2410,3.474
14613,3668,Dropped,704,3.474
14614,3669,Watched,2860,3.474
14615,3669,Watching,154,3.474
14616,3669,To-Watch,929,3.474
14617,3669,Dropped,306,3.474
14618,3670,Watched,179,3.473
14619,3670,Watching,0,3.473
14620,3670,To-Watch,31,3.473
14621,3670,Dropped,0,3.473
14622,3671,Watched,32,3.473
14623,3671,Watching,5,3.473
14624,3671,To-Watch,53,3.473
14625,3671,Dropped,5,3.473
14626,3672,Watched,15,3.473
14627,3672,Watching,0,3.473
14628,3672,To-Watch,21,3.473
14629,3672,Dropped,1,3.473
14630,3673,Watched,54,3.473
14631,3673,Watching,4,3.473
14632,3673,To-Watch,63,3.473
14633,3673,Dropped,1,3.473
14634,3674,Watched,307,3.472
14635,3674,Watching,14,3.472
14636,3674,To-Watch,309,3.472
14637,3674,Dropped,12,3.472
14638,3675,Watched,15,3.472
14639,3675,Watching,0,3.472
14640,3675,To-Watch,13,3.472
14641,3675,Dropped,0,3.472
14642,3676,Watched,15049,3.471
14643,3676,Watching,1205,3.471
14644,3676,To-Watch,5615,3.471
14645,3676,Dropped,1118,3.471
14646,3677,Watched,45,3.472
14647,3677,Watching,5,3.472
14648,3677,To-Watch,79,3.472
14649,3677,Dropped,4,3.472
14650,3678,Watched,656,3.472
14651,3678,Watching,154,3.472
14652,3678,To-Watch,469,3.472
14653,3678,Dropped,151,3.472
14654,3679,Watched,377,3.471
14655,3679,Watching,11,3.471
14656,3679,To-Watch,300,3.471
14657,3679,Dropped,7,3.471
14658,3680,Watched,1392,3.471
14659,3680,Watching,228,3.471
14660,3680,To-Watch,1792,3.471
14661,3680,Dropped,263,3.471
14662,3681,Watched,307,3.474
14663,3681,Watching,93,3.474
14664,3681,To-Watch,431,3.474
14665,3681,Dropped,28,3.474
14666,3682,Watched,317,3.47
14667,3682,Watching,5,3.47
14668,3682,To-Watch,180,3.47
14669,3682,Dropped,3,3.47
14670,3683,Watched,2693,3.47
14671,3683,Watching,42,3.47
14672,3683,To-Watch,648,3.47
14673,3683,Dropped,58,3.47
14674,3684,Watched,7567,3.47
14675,3684,Watching,41,3.47
14676,3684,To-Watch,1948,3.47
14677,3684,Dropped,50,3.47
14678,3685,Watched,17,3.469
14679,3685,Watching,0,3.469
14680,3685,To-Watch,39,3.469
14681,3685,Dropped,3,3.469
14682,3686,Watched,14983,3.47
14683,3686,Watching,986,3.47
14684,3686,To-Watch,6297,3.47
14685,3686,Dropped,1019,3.47
14686,3687,Watched,18,3.476
14687,3687,Watching,3,3.476
14688,3687,To-Watch,122,3.476
14689,3687,Dropped,1,3.476
14690,3688,Watched,129,3.469
14691,3688,Watching,5,3.469
14692,3688,To-Watch,186,3.469
14693,3688,Dropped,5,3.469
14694,3689,Watched,2366,3.469
14695,3689,Watching,545,3.469
14696,3689,To-Watch,1746,3.469
14697,3689,Dropped,436,3.469
14698,3690,Watched,5618,3.469
14699,3690,Watching,204,3.469
14700,3690,To-Watch,1927,3.469
14701,3690,Dropped,379,3.469
14702,3691,Watched,815,3.47
14703,3691,Watching,90,3.47
14704,3691,To-Watch,691,3.47
14705,3691,Dropped,68,3.47
14706,3692,Watched,891,3.468
14707,3692,Watching,42,3.468
14708,3692,To-Watch,425,3.468
14709,3692,Dropped,35,3.468
14710,3693,Watched,250,3.468
14711,3693,Watching,6,3.468
14712,3693,To-Watch,190,3.468
14713,3693,Dropped,14,3.468
14714,3694,Watched,1694,3.468
14715,3694,Watching,154,3.468
14716,3694,To-Watch,2106,3.468
14717,3694,Dropped,246,3.468
14718,3695,Watched,2710,3.468
14719,3695,Watching,1442,3.468
14720,3695,To-Watch,2542,3.468
14721,3695,Dropped,781,3.468
14722,3696,Watched,1626,3.467
14723,3696,Watching,25,3.467
14724,3696,To-Watch,1252,3.467
14725,3696,Dropped,38,3.467
14726,3697,Watched,42,3.467
14727,3697,Watching,0,3.467
14728,3697,To-Watch,18,3.467
14729,3697,Dropped,2,3.467
14730,3698,Watched,1438,3.467
14731,3698,Watching,7,3.467
14732,3698,To-Watch,380,3.467
14733,3698,Dropped,3,3.467
14734,3699,Watched,23138,3.466
14735,3699,Watching,27,3.466
14736,3699,To-Watch,1131,3.466
14737,3699,Dropped,42,3.466
14738,3700,Watched,236,3.453
14739,3700,Watching,6,3.453
14740,3700,To-Watch,197,3.453
14741,3700,Dropped,9,3.453
14742,3701,Watched,358,3.466
14743,3701,Watching,34,3.466
14744,3701,To-Watch,598,3.466
14745,3701,Dropped,42,3.466
14746,3702,Watched,14890,3.466
14747,3702,Watching,1443,3.466
14748,3702,To-Watch,5402,3.466
14749,3702,Dropped,1347,3.466
14750,3703,Watched,1352,3.466
14751,3703,Watching,38,3.466
14752,3703,To-Watch,1098,3.466
14753,3703,Dropped,43,3.466
14754,3704,Watched,52,3.465
14755,3704,Watching,30,3.465
14756,3704,To-Watch,243,3.465
14757,3704,Dropped,11,3.465
14758,3705,Watched,509,3.465
14759,3705,Watching,41,3.465
14760,3705,To-Watch,216,3.465
14761,3705,Dropped,22,3.465
14762,3706,Watched,10065,3.465
14763,3706,Watching,1706,3.465
14764,3706,To-Watch,4704,3.465
14765,3706,Dropped,1283,3.465
14766,3707,Watched,1778,3.465
14767,3707,Watching,23,3.465
14768,3707,To-Watch,1113,3.465
14769,3707,Dropped,27,3.465
14770,3708,Watched,225,3.483
14771,3708,Watching,70,3.483
14772,3708,To-Watch,646,3.483
14773,3708,Dropped,20,3.483
14774,3709,Watched,619,3.465
14775,3709,Watching,20,3.465
14776,3709,To-Watch,373,3.465
14777,3709,Dropped,12,3.465
14778,3710,Watched,133,3.464
14779,3710,Watching,1,3.464
14780,3710,To-Watch,37,3.464
14781,3710,Dropped,1,3.464
14782,3711,Watched,614,3.464
14783,3711,Watching,81,3.464
14784,3711,To-Watch,526,3.464
14785,3711,Dropped,88,3.464
14786,3712,Watched,24300,3.464
14787,3712,Watching,113,3.464
14788,3712,To-Watch,2561,3.464
14789,3712,Dropped,259,3.464
14790,3713,Watched,3886,3.464
14791,3713,Watching,49,3.464
14792,3713,To-Watch,775,3.464
14793,3713,Dropped,20,3.464
14794,3714,Watched,447,3.463
14795,3714,Watching,12,3.463
14796,3714,To-Watch,477,3.463
14797,3714,Dropped,7,3.463
14798,3715,Watched,2009,3.463
14799,3715,Watching,86,3.463
14800,3715,To-Watch,1480,3.463
14801,3715,Dropped,157,3.463
14802,3716,Watched,1873,3.463
14803,3716,Watching,33,3.463
14804,3716,To-Watch,1417,3.463
14805,3716,Dropped,17,3.463
14806,3717,Watched,91,3.487
14807,3717,Watching,25,3.487
14808,3717,To-Watch,454,3.487
14809,3717,Dropped,21,3.487
14810,3718,Watched,1859,3.463
14811,3718,Watching,31,3.463
14812,3718,To-Watch,950,3.463
14813,3718,Dropped,12,3.463
14814,3719,Watched,2068,3.471
14815,3719,Watching,91,3.471
14816,3719,To-Watch,1677,3.471
14817,3719,Dropped,18,3.471
14818,3720,Watched,567,3.463
14819,3720,Watching,44,3.463
14820,3720,To-Watch,282,3.463
14821,3720,Dropped,24,3.463
14822,3721,Watched,33,3.462
14823,3721,Watching,3,3.462
14824,3721,To-Watch,43,3.462
14825,3721,Dropped,4,3.462
14826,3722,Watched,29,3.462
14827,3722,Watching,2,3.462
14828,3722,To-Watch,41,3.462
14829,3722,Dropped,0,3.462
14830,3723,Watched,3433,3.464
14831,3723,Watching,740,3.464
14832,3723,To-Watch,3021,3.464
14833,3723,Dropped,462,3.464
14834,3724,Watched,1322,3.462
14835,3724,Watching,23,3.462
14836,3724,To-Watch,1070,3.462
14837,3724,Dropped,6,3.462
14838,3725,Watched,701,3.461
14839,3725,Watching,90,3.461
14840,3725,To-Watch,1766,3.461
14841,3725,Dropped,103,3.461
14842,3726,Watched,12298,3.461
14843,3726,Watching,1243,3.461
14844,3726,To-Watch,5806,3.461
14845,3726,Dropped,1627,3.461
14846,3727,Watched,210,3.461
14847,3727,Watching,8,3.461
14848,3727,To-Watch,271,3.461
14849,3727,Dropped,8,3.461
14850,3728,Watched,4423,3.46
14851,3728,Watching,938,3.46
14852,3728,To-Watch,2478,3.46
14853,3728,Dropped,225,3.46
14854,3729,Watched,1646,3.46
14855,3729,Watching,33,3.46
14856,3729,To-Watch,978,3.46
14857,3729,Dropped,25,3.46
14858,3730,Watched,650,3.478
14859,3730,Watching,34,3.478
14860,3730,To-Watch,649,3.478
14861,3730,Dropped,9,3.478
14862,3731,Watched,959,3.46
14863,3731,Watching,27,3.46
14864,3731,To-Watch,667,3.46
14865,3731,Dropped,20,3.46
14866,3732,Watched,3387,3.46
14867,3732,Watching,189,3.46
14868,3732,To-Watch,1730,3.46
14869,3732,Dropped,99,3.46
14870,3733,Watched,9565,3.46
14871,3733,Watching,969,3.46
14872,3733,To-Watch,3764,3.46
14873,3733,Dropped,853,3.46
14874,3734,Watched,3266,3.459
14875,3734,Watching,49,3.459
14876,3734,To-Watch,955,3.459
14877,3734,Dropped,31,3.459
14878,3735,Watched,1000,3.459
14879,3735,Watching,104,3.459
14880,3735,To-Watch,667,3.459
14881,3735,Dropped,163,3.459
14882,3736,Watched,1368,3.461
14883,3736,Watching,33,3.461
14884,3736,To-Watch,866,3.461
14885,3736,Dropped,10,3.461
14886,3737,Watched,5502,3.459
14887,3737,Watching,772,3.459
14888,3737,To-Watch,4509,3.459
14889,3737,Dropped,779,3.459
14890,3738,Watched,124,3.458
14891,3738,Watching,12,3.458
14892,3738,To-Watch,118,3.458
14893,3738,Dropped,1,3.458
14894,3739,Watched,8954,3.458
14895,3739,Watching,608,3.458
14896,3739,To-Watch,3914,3.458
14897,3739,Dropped,818,3.458
14898,3740,Watched,420,3.458
14899,3740,Watching,41,3.458
14900,3740,To-Watch,253,3.458
14901,3740,Dropped,22,3.458
14902,3741,Watching,126,3.488
14903,3741,To-Watch,190,3.488
14904,3741,Dropped,8,3.488
14905,3742,Watched,670,3.458
14906,3742,Watching,10,3.458
14907,3742,To-Watch,308,3.458
14908,3742,Dropped,11,3.458
14909,3743,Watched,3028,3.458
14910,3743,Watching,68,3.458
14911,3743,To-Watch,1809,3.458
14912,3743,Dropped,42,3.458
14913,3744,Watched,10647,3.458
14914,3744,Watching,149,3.458
14915,3744,To-Watch,3731,3.458
14916,3744,Dropped,48,3.458
14917,3745,Watched,144,3.457
14918,3745,Watching,6,3.457
14919,3745,To-Watch,168,3.457
14920,3745,Dropped,5,3.457
14921,3746,Watched,3293,3.457
14922,3746,Watching,593,3.457
14923,3746,To-Watch,3818,3.457
14924,3746,Dropped,827,3.457
14925,3747,Watched,53,3.457
14926,3747,Watching,0,3.457
14927,3747,To-Watch,13,3.457
14928,3747,Dropped,0,3.457
14929,3748,Watched,772,3.457
14930,3748,Watching,24,3.457
14931,3748,To-Watch,835,3.457
14932,3748,Dropped,8,3.457
14933,3749,Watched,2711,3.457
14934,3749,Watching,18,3.457
14935,3749,To-Watch,1119,3.457
14936,3749,Dropped,25,3.457
14937,3750,Watched,2638,3.455
14938,3750,Watching,353,3.455
14939,3750,To-Watch,1854,3.455
14940,3750,Dropped,154,3.455
14941,3751,Watched,183,3.456
14942,3751,Watching,40,3.456
14943,3751,To-Watch,255,3.456
14944,3751,Dropped,17,3.456
14945,3752,Watched,1362,3.456
14946,3752,Watching,52,3.456
14947,3752,To-Watch,1090,3.456
14948,3752,Dropped,27,3.456
14949,3753,Watched,2653,3.456
14950,3753,Watching,74,3.456
14951,3753,To-Watch,1172,3.456
14952,3753,Dropped,111,3.456
14953,3754,Watched,710,3.455
14954,3754,Watching,82,3.455
14955,3754,To-Watch,451,3.455
14956,3754,Dropped,76,3.455
14957,3755,Watched,787,3.471
14958,3755,Watching,29,3.471
14959,3755,To-Watch,1026,3.471
14960,3755,Dropped,4,3.471
14961,3756,Watched,3990,3.455
14962,3756,Watching,167,3.455
14963,3756,To-Watch,1766,3.455
14964,3756,Dropped,379,3.455
14965,3757,Watched,884,3.455
14966,3757,Watching,22,3.455
14967,3757,To-Watch,928,3.455
14968,3757,Dropped,9,3.455
14969,3758,Watched,431,3.454
14970,3758,Watching,40,3.454
14971,3758,To-Watch,196,3.454
14972,3758,Dropped,24,3.454
14973,3759,Watched,183,3.454
14974,3759,Watching,23,3.454
14975,3759,To-Watch,155,3.454
14976,3759,Dropped,4,3.454
14977,3760,Watched,125,3.454
14978,3760,Watching,6,3.454
14979,3760,To-Watch,200,3.454
14980,3760,Dropped,5,3.454
14981,3761,Watched,26181,3.454
14982,3761,Watching,51,3.454
14983,3761,To-Watch,1865,3.454
14984,3761,Dropped,36,3.454
14985,3762,Watched,9601,3.453
14986,3762,Watching,794,3.453
14987,3762,To-Watch,4781,3.453
14988,3762,Dropped,1256,3.453
14989,3763,Watched,1031,3.453
14990,3763,Watching,41,3.453
14991,3763,To-Watch,734,3.453
14992,3763,Dropped,32,3.453
14993,3764,Watched,1818,3.453
14994,3764,Watching,138,3.453
14995,3764,To-Watch,1600,3.453
14996,3764,Dropped,98,3.453
14997,3765,Watched,338,3.453
14998,3765,Watching,5,3.453
14999,3765,To-Watch,163,3.453
15000,3765,Dropped,7,3.453
15001,3766,Watched,1201,3.452
15002,3766,Watching,19,3.452
15003,3766,To-Watch,745,3.452
15004,3766,Dropped,14,3.452
15005,3767,Watched,669,3.452
15006,3767,Watching,108,3.452
15007,3767,To-Watch,484,3.452
15008,3767,Dropped,48,3.452
15009,3768,Watched,337,3.452
15010,3768,Watching,9,3.452
15011,3768,To-Watch,247,3.452
15012,3768,Dropped,14,3.452
15013,3769,Watched,2353,3.452
15014,3769,Watching,137,3.452
15015,3769,To-Watch,817,3.452
15016,3769,Dropped,202,3.452
15017,3770,Watched,114,3.451
15018,3770,Watching,6,3.451
15019,3770,To-Watch,236,3.451
15020,3770,Dropped,6,3.451
15021,3771,Watched,18,3.451
15022,3771,Watching,1,3.451
15023,3771,To-Watch,23,3.451
15024,3771,Dropped,0,3.451
15025,3772,Watched,4508,3.451
15026,3772,Watching,42,3.451
15027,3772,To-Watch,1350,3.451
15028,3772,Dropped,29,3.451
15029,3773,Watched,182,3.451
15030,3773,Watching,4,3.451
15031,3773,To-Watch,51,3.451
15032,3773,Dropped,2,3.451
15033,3774,Watched,962,3.451
15034,3774,Watching,12,3.451
15035,3774,To-Watch,542,3.451
15036,3774,Dropped,10,3.451
15037,3775,Watched,927,3.45
15038,3775,Watching,75,3.45
15039,3775,To-Watch,948,3.45
15040,3775,Dropped,126,3.45
15041,3776,Watched,15926,3.45
15042,3776,Watching,652,3.45
15043,3776,To-Watch,4472,3.45
15044,3776,Dropped,1442,3.45
15045,3777,Watched,144,3.452
15046,3777,Watching,85,3.452
15047,3777,To-Watch,318,3.452
15048,3777,Dropped,29,3.452
15049,3778,Watched,293,3.456
15050,3778,Watching,78,3.456
15051,3778,To-Watch,788,3.456
15052,3778,Dropped,11,3.456
15053,3779,Watched,2162,3.45
15054,3779,Watching,206,3.45
15055,3779,To-Watch,964,3.45
15056,3779,Dropped,68,3.45
15057,3780,Watched,1508,3.45
15058,3780,Watching,38,3.45
15059,3780,To-Watch,495,3.45
15060,3780,Dropped,29,3.45
15061,3781,Watched,2254,3.449
15062,3781,Watching,246,3.449
15063,3781,To-Watch,1105,3.449
15064,3781,Dropped,218,3.449
15065,3782,Watched,75,3.449
15066,3782,Watching,41,3.449
15067,3782,To-Watch,134,3.449
15068,3782,Dropped,7,3.449
15069,3783,Watched,1056,3.449
15070,3783,Watching,24,3.449
15071,3783,To-Watch,576,3.449
15072,3783,Dropped,16,3.449
15073,3784,Watched,7506,3.449
15074,3784,Watching,1034,3.449
15075,3784,To-Watch,5028,3.449
15076,3784,Dropped,1038,3.449
15077,3785,Watched,3144,3.448
15078,3785,Watching,325,3.448
15079,3785,To-Watch,1829,3.448
15080,3785,Dropped,185,3.448
15081,3786,Watched,167,3.448
15082,3786,Watching,15,3.448
15083,3786,To-Watch,342,3.448
15084,3786,Dropped,24,3.448
15085,3787,Watched,371,3.448
15086,3787,Watching,2,3.448
15087,3787,To-Watch,82,3.448
15088,3787,Dropped,1,3.448
15089,3788,Watched,278,3.448
15090,3788,Watching,16,3.448
15091,3788,To-Watch,237,3.448
15092,3788,Dropped,5,3.448
15093,3789,Watched,5445,3.447
15094,3789,Watching,209,3.447
15095,3789,To-Watch,2857,3.447
15096,3789,Dropped,265,3.447
15097,3790,Watched,48,3.447
15098,3790,Watching,3,3.447
15099,3790,To-Watch,65,3.447
15100,3790,Dropped,5,3.447
15101,3791,Watched,3296,3.447
15102,3791,Watching,805,3.447
15103,3791,To-Watch,3926,3.447
15104,3791,Dropped,772,3.447
15105,3792,Watched,539,3.447
15106,3792,Watching,8,3.447
15107,3792,To-Watch,185,3.447
15108,3792,Dropped,11,3.447
15109,3793,Watched,102,3.447
15110,3793,Watching,17,3.447
15111,3793,To-Watch,285,3.447
15112,3793,Dropped,21,3.447
15113,3794,Watched,2429,3.446
15114,3794,Watching,122,3.446
15115,3794,To-Watch,1258,3.446
15116,3794,Dropped,129,3.446
15117,3795,Watched,10033,3.446
15118,3795,Watching,673,3.446
15119,3795,To-Watch,4593,3.446
15120,3795,Dropped,972,3.446
15121,3796,Watched,4372,3.446
15122,3796,Watching,430,3.446
15123,3796,To-Watch,2922,3.446
15124,3796,Dropped,595,3.446
15125,3797,Watched,1886,3.446
15126,3797,Watching,50,3.446
15127,3797,To-Watch,972,3.446
15128,3797,Dropped,46,3.446
15129,3798,Watched,397,3.446
15130,3798,Watching,26,3.446
15131,3798,To-Watch,501,3.446
15132,3798,Dropped,22,3.446
15133,3799,Watched,97,3.445
15134,3799,Watching,8,3.445
15135,3799,To-Watch,545,3.445
15136,3799,Dropped,5,3.445
15137,3800,Watched,958,3.445
15138,3800,Watching,55,3.445
15139,3800,To-Watch,628,3.445
15140,3800,Dropped,13,3.445
15141,3801,Watched,799,3.445
15142,3801,Watching,9,3.445
15143,3801,To-Watch,430,3.445
15144,3801,Dropped,10,3.445
15145,3802,Watched,455,3.445
15146,3802,Watching,9,3.445
15147,3802,To-Watch,493,3.445
15148,3802,Dropped,14,3.445
15149,3803,Watched,5018,3.443
15150,3803,Watching,1882,3.443
15151,3803,To-Watch,2527,3.443
15152,3803,Dropped,588,3.443
15153,3804,Watched,260,3.444
15154,3804,Watching,9,3.444
15155,3804,To-Watch,267,3.444
15156,3804,Dropped,12,3.444
15157,3805,Watched,1609,3.444
15158,3805,Watching,36,3.444
15159,3805,To-Watch,751,3.444
15160,3805,Dropped,25,3.444
15161,3806,Watched,109,3.444
15162,3806,Watching,82,3.444
15163,3806,To-Watch,388,3.444
15164,3806,Dropped,19,3.444
15165,3807,Watched,61,3.444
15166,3807,Watching,44,3.444
15167,3807,To-Watch,162,3.444
15168,3807,Dropped,9,3.444
15169,3808,Watched,424,3.443
15170,3808,Watching,5,3.443
15171,3808,To-Watch,271,3.443
15172,3808,Dropped,8,3.443
15173,3809,Watched,2047,3.443
15174,3809,Watching,14,3.443
15175,3809,To-Watch,893,3.443
15176,3809,Dropped,20,3.443
15177,3810,Watched,854,3.443
15178,3810,Watching,14,3.443
15179,3810,To-Watch,661,3.443
15180,3810,Dropped,11,3.443
15181,3811,Watched,3291,3.442
15182,3811,Watching,190,3.442
15183,3811,To-Watch,1895,3.442
15184,3811,Dropped,273,3.442
15185,3812,Watched,982,3.442
15186,3812,Watching,17,3.442
15187,3812,To-Watch,544,3.442
15188,3812,Dropped,3,3.442
15189,3813,Watched,200,3.442
15190,3813,Watching,7,3.442
15191,3813,To-Watch,128,3.442
15192,3813,Dropped,6,3.442
15193,3814,Watched,14224,3.442
15194,3814,Watching,381,3.442
15195,3814,To-Watch,2852,3.442
15196,3814,Dropped,167,3.442
15197,3815,Watched,2124,3.441
15198,3815,Watching,180,3.441
15199,3815,To-Watch,1347,3.441
15200,3815,Dropped,339,3.441
15201,3816,Watched,1559,3.441
15202,3816,Watching,22,3.441
15203,3816,To-Watch,612,3.441
15204,3816,Dropped,8,3.441
15205,3817,Watched,131,3.441
15206,3817,Watching,11,3.441
15207,3817,To-Watch,55,3.441
15208,3817,Dropped,2,3.441
15209,3818,Watched,103,3.441
15210,3818,Watching,14,3.441
15211,3818,To-Watch,194,3.441
15212,3818,Dropped,5,3.441
15213,3819,Watched,1228,3.44
