Index,Anime Index,Warning
12558,11476,None
12559,11477,None
12560,11478,None
12561,11479,None
12562,11480,None
12563,11481,None
12564,11482,None
12565,11483,None
12566,11484,None
12567,11485,Explicit Sex
12568,11486,None
12569,11487,None
12570,11488,None
12571,11489,None
12572,11490,None
12573,11491,None
12574,11492,None
12575,11493,None
12576,11494,Nudity
12577,11495,None
12578,11496,None
12579,11497,None
12580,11498,None
12581,11499,None
12582,11500,None
12583,11501,None
12584,11502,None
12585,11503,None
12586,11504,None
12587,11505,None
12588,11506,None
12589,11507,None
12590,11508,None
12591,11509,None
12592,11510,None
12593,11511,None
12594,11512,None
12595,11513,None
12596,11514,None
12597,11515,None
12598,11516,None
12599,11517,None
12600,11518,None
12601,11519,None
12602,11520,None
12603,11521,None
12604,11522,None
12605,11523,None
12606,11524,None
12607,11525,None
12608,11526,Nudity
12609,11526,Sexual Content
12610,11527,None
12611,11528,None
12612,11529,None
12613,11530,None
12614,11531,None
12615,11532,None
12616,11533,None
12617,11534,None
12618,11535,None
12619,11536,None
12620,11537,None
12621,11538,None
12622,11539,None
12623,11540,None
12624,11541,None
12625,11542,None
12626,11543,None
12627,11544,None
12628,11545,None
12629,11546,None
12630,11547,None
12631,11548,None
12632,11549,None
12633,11550,None
12634,11551,None
12635,11552,Explicit Sex
12636,11552,Mature Themes
12637,11553,None
12638,11554,None
12639,11555,None
12640,11556,None
12641,11557,None
12642,11558,None
12643,11559,None
12644,11560,None
12645,11561,None
12646,11562,None
12647,11563,None
12648,11564,None
12649,11565,None
12650,11566,None
12651,11567,None
12652,11568,None
12653,11569,Explicit Violence
12654,11570,None
12655,11571,None
12656,11572,None
12657,11573,None
12658,11574,None
12659,11575,None
12660,11576,None
12661,11577,None
12662,11578,None
12663,11579,None
12664,11580,None
12665,11581,None
12666,11582,None
12667,11583,None
12668,11584,None
12669,11585,None
12670,11586,None
12671,11587,None
12672,11588,None
12673,11589,None
12674,11590,None
12675,11591,None
12676,11592,Nudity
12677,11593,None
12678,11594,None
12679,11595,None
12680,11596,None
12681,11597,None
12682,11598,None
12683,11599,None
12684,11600,None
12685,11601,None
12686,11602,None
12687,11603,None
12688,11604,None
12689,11605,None
12690,11606,None
12691,11607,None
12692,11608,None
12693,11609,None
12694,11610,None
12695,11611,None
12696,11612,None
12697,11613,None
12698,11614,None
12699,11615,None
12700,11616,None
12701,11617,None
12702,11618,None
12703,11619,None
12704,11620,None
12705,11621,None
12706,11622,None
12707,11623,None
12708,11624,None
12709,11625,None
12710,11626,None
12711,11627,None
12712,11628,None
12713,11629,None
12714,11630,None
12715,11631,None
12716,11632,None
12717,11633,None
12718,11634,None
12719,11635,None
12720,11636,None
12721,11637,None
12722,11638,Violence
12723,11639,None
12724,11640,None
12725,11641,None
12726,11642,Violence
12727,11643,None
12728,11644,None
12729,11645,None
12730,11646,None
12731,11647,None
12732,11648,None
12733,11649,None
12734,11650,None
12735,11651,None
12736,11652,None
12737,11653,None
12738,11654,None
12739,11655,None
12740,11656,None
12741,11657,None
12742,11658,None
12743,11659,None
12744,11660,None
12745,11661,None
12746,11662,None
12747,11663,None
12748,11664,None
12749,11665,None
12750,11666,None
12751,11667,None
12752,11668,None
12753,11669,None
12754,11670,Explicit Violence
12755,11671,None
12756,11672,None
12757,11673,None
12758,11674,None
12759,11675,None
12760,11676,None
12761,11677,None
12762,11678,None
12763,11679,None
12764,11680,None
12765,11681,None
12766,11682,None
12767,11683,None
12768,11684,None
12769,11685,None
12770,11686,None
12771,11687,None
12772,11688,None
12773,11689,None
12774,11690,None
12775,11691,None
12776,11692,None
12777,11693,Explicit Violence
12778,11694,None
12779,11695,None
12780,11696,Explicit Violence
12781,11696,Sexual Content
12782,11697,None
12783,11698,None
12784,11699,None
12785,11700,None
12786,11701,None
12787,11702,None
12788,11703,None
12789,11704,None
12790,11705,None
12791,11706,None
12792,11707,None
12793,11708,Nudity
12794,11709,None
12795,11710,None
12796,11711,None
12797,11712,None
12798,11713,None
12799,11714,None
12800,11715,None
12801,11716,None
12802,11717,None
12803,11718,None
12804,11719,Nudity
12805,11720,None
12806,11721,None
12807,11722,None
12808,11723,None
12809,11724,None
12810,11725,None
12811,11726,None
12812,11727,Explicit Sex
12813,11727,Explicit Violence
12814,11727,Mature Themes
12815,11727,Physical Abuse
12816,11727,Sexual Abuse
12817,11727,Suicide
12818,11728,None
12819,11729,None
12820,11730,None
12821,11731,None
12822,11732,None
12823,11733,Nudity
12824,11734,None
12825,11735,None
12826,11736,None
12827,11737,None
12828,11738,None
12829,11739,None
12830,11740,None
12831,11741,None
12832,11742,Nudity
12833,11743,None
12834,11744,None
12835,11745,None
12836,11746,None
12837,11747,Explicit Violence
12838,11748,None
12839,11749,None
12840,11750,None
12841,11751,None
12842,11752,None
12843,11753,Explicit Violence
12844,11754,Nudity
12845,11755,None
12846,11756,None
12847,11757,None
12848,11758,None
12849,11759,None
12850,11760,None
12851,11761,None
12852,11762,Nudity
12853,11763,None
12854,11764,None
12855,11765,Nudity
12856,11766,Violence
12857,11767,None
12858,11768,None
12859,11769,None
12860,11770,None
12861,11771,None
12862,11772,None
12863,11773,None
12864,11774,None
12865,11775,None
12866,11776,None
12867,11777,None
12868,11778,None
12869,11779,Mature Themes
12870,11780,None
12871,11781,None
12872,11782,None
12873,11783,None
12874,11784,None
12875,11785,None
12876,11786,None
12877,11787,None
12878,11788,Nudity
12879,11789,None
12880,11790,None
12881,11791,None
12882,11792,None
12883,11793,None
12884,11794,None
12885,11795,None
12886,11796,None
12887,11797,None
12888,11798,None
12889,11799,None
12890,11800,None
12891,11801,None
12892,11802,None
12893,11803,None
12894,11804,None
12895,11805,None
12896,11806,None
12897,11807,None
12898,11808,None
12899,11809,None
12900,11810,None
12901,11811,None
12902,11812,None
12903,11813,None
12904,11814,None
12905,11815,None
12906,11816,None
12907,11817,None
12908,11818,None
12909,11819,None
12910,11820,None
12911,11821,None
12912,11822,None
12913,11823,None
12914,11824,None
12915,11825,None
12916,11826,None
12917,11827,None
12918,11828,None
12919,11829,None
12920,11830,None
12921,11831,None
12922,11832,None
12923,11833,None
12924,11834,Explicit Violence
12925,11835,None
12926,11836,None
12927,11837,None
12928,11838,None
12929,11839,None
12930,11840,None
12931,11841,None
12932,11842,None
12933,11843,Explicit Violence
12934,11844,None
12935,11845,None
12936,11846,None
12937,11847,None
12938,11848,None
12939,11849,None
12940,11850,None
12941,11851,None
12942,11852,None
12943,11853,None
12944,11854,None
12945,11855,None
12946,11856,Nudity
12947,11857,None
12948,11858,Nudity
12949,11859,None
12950,11860,None
12951,11861,None
12952,11862,None
12953,11863,None
12954,11864,None
12955,11865,None
12956,11866,None
12957,11867,None
12958,11868,None
12959,11869,None
12960,11870,None
12961,11871,None
12962,11872,None
12963,11873,None
12964,11874,None
12965,11875,None
12966,11876,None
12967,11877,None
12968,11878,None
12969,11879,None
12970,11880,None
12971,11881,None
12972,11882,None
12973,11883,None
12974,11884,None
12975,11885,None
12976,11886,None
12977,11887,None
12978,11888,Explicit Violence
12979,11889,None
12980,11890,None
12981,11891,Nudity
12982,11892,None
12983,11893,None
12984,11894,None
12985,11895,None
12986,11896,None
12987,11897,None
12988,11898,None
12989,11899,None
12990,11900,None
12991,11901,None
12992,11902,None
12993,11903,None
12994,11904,None
12995,11905,None
12996,11906,None
12997,11907,None
12998,11908,None
12999,11909,None
13000,11910,None
13001,11911,None
13002,11912,None
13003,11913,None
13004,11914,None
13005,11915,None
13006,11916,None
13007,11917,None
13008,11918,None
13009,11919,None
13010,11920,None
13011,11921,None
13012,11922,None
13013,11923,None
13014,11924,None
13015,11925,Nudity
13016,11926,None
13017,11927,None
13018,11928,None
13019,11929,None
13020,11930,None
13021,11931,Nudity
13022,11931,Sexual Content
13023,11932,None
13024,11933,None
13025,11934,None
13026,11935,None
13027,11936,None
13028,11937,None
13029,11938,None
13030,11939,None
13031,11940,Nudity
13032,11941,None
13033,11942,None
13034,11943,None
13035,11944,None
13036,11945,None
13037,11946,None
13038,11947,None
13039,11948,Cannibalism
13040,11948,Explicit Violence
13041,11948,Mature Themes
13042,11948,Physical Abuse
13043,11949,None
13044,11950,None
13045,11951,None
13046,11952,None
13047,11953,None
13048,11954,None
13049,11955,None
13050,11956,None
13051,11957,None
13052,11958,None
13053,11959,None
13054,11960,None
13055,11961,None
13056,11962,None
13057,11963,None
13058,11964,None
13059,11965,Nudity
13060,11966,None
13061,11967,None
13062,11968,None
13063,11969,None
13064,11970,None
13065,11971,None
13066,11972,None
13067,11973,None
13068,11974,None
13069,11975,None
13070,11976,None
13071,11977,None
13072,11978,None
13073,11979,Explicit Sex
13074,11980,None
13075,11981,None
13076,11982,None
13077,11983,None
13078,11984,Explicit Violence
13079,11985,Nudity
13080,11986,None
13081,11987,Nudity
13082,11988,Violence
13083,11989,None
13084,11990,None
13085,11991,None
13086,11992,None
13087,11993,None
13088,11994,None
13089,11995,None
13090,11996,None
13091,11997,None
13092,11998,None
13093,11999,None
13094,12000,None
13095,12001,None
13096,12002,None
13097,12003,None
13098,12004,None
13099,12005,None
13100,12006,None
13101,12007,None
13102,12008,None
13103,12009,None
13104,12010,None
13105,12011,None
13106,12012,None
13107,12013,None
13108,12014,None
13109,12015,None
13110,12016,None
13111,12017,None
13112,12018,None
13113,12019,None
13114,12020,None
13115,12021,None
13116,12022,Nudity
13117,12023,None
13118,12024,None
13119,12025,None
13120,12026,None
13121,12027,None
13122,12028,None
13123,12029,None
13124,12030,None
13125,12031,None
13126,12032,None
13127,12033,None
13128,12034,None
13129,12035,Explicit Sex
13130,12036,None
13131,12037,None
13132,12038,None
13133,12039,None
13134,12040,None
13135,12041,None
13136,12042,None
13137,12043,None
13138,12044,None
13139,12045,None
13140,12046,None
13141,12047,Nudity
13142,12048,None
13143,12049,Nudity
13144,12049,Violence
13145,12050,None
13146,12051,None
13147,12052,None
13148,12053,None
13149,12054,None
13150,12055,None
13151,12056,None
13152,12057,None
13153,12058,None
13154,12059,Violence
13155,12060,None
13156,12061,None
13157,12062,None
13158,12063,None
13159,12064,None
13160,12065,None
13161,12066,None
13162,12067,None
13163,12068,None
13164,12069,None
13165,12070,None
13166,12071,None
13167,12072,None
13168,12073,None
13169,12074,None
13170,12075,None
13171,12076,Nudity
13172,12077,None
13173,12078,None
13174,12079,None
13175,12080,None
13176,12081,None
13177,12082,None
13178,12083,None
13179,12084,None
13180,12085,None
13181,12086,None
13182,12087,None
13183,12088,None
13184,12089,None
13185,12090,Violence
13186,12091,None
13187,12092,None
13188,12093,None
13189,12094,None
13190,12095,None
13191,12096,None
13192,12097,None
13193,12098,None
13194,12099,None
13195,12100,None
13196,12101,None
13197,12102,None
13198,12103,None
13199,12104,None
13200,12105,None
13201,12106,None
13202,12107,None
13203,12108,None
13204,12109,None
13205,12110,None
13206,12111,None
13207,12112,None
13208,12113,Explicit Violence
13209,12114,Explicit Violence
13210,12115,Explicit Sex
13211,12116,None
13212,12117,None
13213,12118,None
13214,12119,None
13215,12120,None
13216,12121,None
13217,12122,None
13218,12123,None
13219,12124,None
13220,12125,None
13221,12126,None
13222,12127,None
13223,12128,None
13224,12129,None
13225,12130,None
13226,12131,None
13228,12133,None
13229,12134,None
13230,12135,None
13231,12136,None
13232,12137,None
13233,12138,None
13234,12139,None
13235,12140,None
13236,12141,None
13237,12142,None
13238,12143,None
13239,12144,None
13240,12145,None
13242,12147,None
13243,12148,None
13244,12149,None
13245,12150,None
13246,12151,Violence
13247,12152,None
13248,12153,None
13249,12154,None
13250,12155,None
13251,12156,None
13252,12157,None
13253,12158,None
13254,12159,None
13255,12160,None
13256,12161,None
13257,12162,None
13258,12163,None
13259,12164,None
13260,12165,None
13261,12166,None
13262,12167,None
13264,12169,None
13265,12170,None
13266,12171,None
13267,12172,None
13268,12173,None
13269,12174,None
13270,12175,None
13271,12176,None
13272,12177,None
13273,12178,None
13274,12179,None
13276,12181,None
13277,12182,None
13278,12183,None
13279,12184,None
13280,12185,None
13281,12186,None
13283,12188,None
13284,12189,None
13285,12190,None
13286,12191,None
13287,12192,None
13288,12193,None
13289,12194,None
13290,12195,None
13291,12196,None
13292,12197,None
13293,12198,None
13294,12199,None
13295,12200,None
13296,12201,None
13297,12202,None
13298,12203,None
13299,12204,None
13300,12205,None
13301,12206,None
13302,12207,None
13303,12208,None
13304,12209,None
13305,12210,None
13306,12211,None
13307,12212,None
13308,12213,None
13309,12214,None
13310,12215,None
13311,12216,None
13312,12217,None
13313,12218,None
13314,12219,None
13315,12220,None
13316,12221,None
13317,12222,None
13318,12223,None
13319,12224,None
13320,12225,None
13321,12226,None
13322,12227,None
13323,12228,None
13324,12229,None
13325,12230,None
13326,12231,None
13327,12232,None
13328,12233,None
13329,12234,None
13330,12235,None
13331,12236,None
13332,12237,None
13333,12238,None
13334,12239,None
13335,12240,None
13336,12241,None
13337,12242,None
13338,12243,None
13339,12244,None
13340,12245,None
13341,12246,Mature Themes
13342,12246,Nudity
13343,12246,Sexual Content
13344,12247,None
13345,12248,None
13346,12249,None
13348,12251,None
13349,12252,Nudity
13350,12253,None
13351,12254,None
13352,12255,None
13353,12256,None
13354,12257,None
13355,12258,None
13356,12259,None
13357,12260,None
13358,12261,None
13359,12262,None
13360,12263,None
13361,12264,None
13362,12265,None
13363,12266,None
13364,12267,None
13365,12268,None
13366,12269,None
13367,12270,None
13368,12271,None
13369,12272,None
13370,12273,None
13371,12274,None
13372,12275,None
13373,12276,None
13375,12278,None
13376,12279,None
13377,12280,None
13378,12281,None
13379,12282,None
13380,12283,None
13381,12284,None
13382,12285,None
13383,12286,None
13384,12287,None
13385,12288,None
13386,12289,None
13387,12290,None
13388,12291,None
13390,12293,None
13391,12294,None
13392,12295,None
13393,12296,None
13394,12297,None
13395,12298,None
13396,12299,None
13397,12300,None
13398,12301,None
13399,12302,None
13400,12303,None
13402,12305,None
13403,12306,None
13404,12307,None
13405,12308,None
13406,12309,None
13407,12310,None
13408,12311,None
13409,12312,None
13410,12313,None
13411,12314,None
13412,12315,None
13413,12316,None
13414,12317,None
13415,12318,None
13416,12319,None
13417,12320,None
13418,12321,None
13420,12323,None
13421,12324,None
13422,12325,None
13423,12326,None
13424,12327,None
13425,12328,None
13426,12329,None
13427,12330,None
13428,12331,None
13429,12332,None
13430,12333,None
13431,12334,None
13432,12335,None
13433,12336,None
13434,12337,None
13435,12338,None
13436,12339,None
13437,12340,None
13438,12341,None
13439,12342,None
13440,12343,None
13441,12344,None
13442,12345,None
13443,12346,None
13444,12347,None
13445,12348,None
13446,12349,None
13447,12350,None
13448,12351,None
13449,12352,None
13450,12353,None
13451,12354,None
13452,12355,None
13453,12356,None
13455,12358,None
13456,12359,None
13457,12360,None
13458,12361,None
13459,12362,None
13460,12363,None
13461,12364,None
13462,12365,None
13463,12366,None
13464,12367,None
13465,12368,None
13466,12369,None
13467,12370,None
13468,12371,None
13469,12372,None
13470,12373,Violence
13471,12374,None
13472,12375,None
13473,12376,None
13474,12377,None
13475,12378,None
13476,12379,None
13477,12380,None
13478,12381,None
13479,12382,None
13480,12383,None
13481,12384,None
13482,12385,None
13483,12386,None
13484,12387,None
13485,12388,None
13486,12389,None
13487,12390,None
13488,12391,None
13489,12392,None
13490,12393,None
13491,12394,None
13492,12395,None
13493,12396,None
13494,12397,None
13495,12398,None
13496,12399,None
13497,12400,None
13498,12401,None
13499,12402,None
13500,12403,None
13501,12404,None
13502,12405,None
13503,12406,Explicit Violence
13504,12407,None
13505,12408,None
13506,12409,None
13507,12410,None
13508,12411,None
13509,12412,None
13510,12413,None
13511,12414,None
13512,12415,None
13513,12416,None
13514,12417,None
13515,12418,None
13516,12419,None
13517,12420,None
13519,12422,None
13520,12423,None
13521,12424,None
13522,12425,None
13523,12426,None
13524,12427,None
13525,12428,None
13526,12429,None
13527,12430,None
13528,12431,None
13529,12432,None
13530,12433,None
13531,12434,None
13532,12435,None
13533,12436,None
13534,12437,None
13535,12438,None
13536,12439,None
13537,12440,None
13538,12441,None
13539,12442,None
13540,12443,None
13541,12444,None
13542,12445,None
13543,12446,None
13544,12447,None
13545,12448,None
13546,12449,None
13547,12450,None
13548,12451,None
13549,12452,None
13550,12453,None
13551,12454,None
13552,12455,None
13553,12456,None
13554,12457,None
13555,12458,None
13556,12459,None
13557,12460,None
13558,12461,None
13559,12462,None
13560,12463,None
13561,12464,None
13562,12465,None
13563,12466,None
13564,12467,None
13565,12468,None
13566,12469,None
13567,12470,Violence
13568,12471,None
13569,12472,None
13570,12473,None
13571,12474,None
13572,12475,None
13573,12476,None
13574,12477,None
13575,12478,None
13576,12479,None
13577,12480,None
13578,12481,None
13579,12482,None
13580,12483,None
13581,12484,None
13582,12485,None
13583,12486,None
13584,12487,None
13585,12488,None
13586,12489,None
13587,12490,None
13588,12491,None
13589,12492,None
13590,12493,None
13591,12494,None
13592,12495,None
13593,12496,None
13594,12497,None
13595,12498,None
13596,12499,None
13597,12500,None
13598,12501,None
13599,12502,None
13600,12503,None
13601,12504,None
13602,12505,None
13603,12506,None
13604,12507,None
13605,12508,None
13606,12509,None
13607,12510,None
13608,12511,None
13609,12512,None
13610,12513,None
13611,12514,None
13612,12515,None
13613,12516,None
13614,12517,None
13615,12518,None
13616,12519,None
13617,12520,None
13618,12521,None
13619,12522,None
13620,12523,None
13621,12524,None
13622,12525,None
13623,12526,None
13624,12527,None
13625,12528,None
13626,12529,None
13627,12530,None
13628,12531,None
13629,12532,None
13630,12533,None
13631,12534,None
13632,12535,None
13634,12537,None
13635,12538,None
13636,12539,None
13637,12540,None
13638,12541,None
13639,12542,None
13640,12543,None
13641,12544,None
13642,12545,None
13643,12546,None
13644,12547,None
13645,12548,None
13646,12549,None
13647,12550,None
13648,12551,None
13649,12552,None
13650,12553,None
13651,12554,None
13652,12555,None
13653,12556,None
13654,12557,None
13655,12558,None
13656,12559,None
13657,12560,None
13658,12561,None
13659,12562,None
13660,12563,None
13661,12564,None
13662,12565,None
13663,12566,None
13664,12567,None
13665,12568,None
13666,12569,None
13667,12570,None
13668,12571,None
13669,12572,None
13670,12573,None
13671,12574,None
13672,12575,None
13673,12576,None
13674,12577,None
13675,12578,None
13676,12579,None
13677,12580,None
13678,12581,None
13679,12582,None
13680,12583,None
13681,12584,None
13682,12585,None
13683,12586,None
13685,12588,None
13686,12589,None
13687,12590,None
13688,12591,None
13689,12592,None
13690,12593,None
13691,12594,None
13692,12595,None
13693,12596,None
13694,12597,None
13695,12598,None
13696,12599,None
13697,12600,None
13698,12601,None
13699,12602,None
13700,12603,None
13701,12604,None
13702,12605,None
13703,12606,None
13704,12607,Nudity
13705,12608,None
13706,12609,None
13707,12610,None
13708,12611,None
13709,12612,None
13710,12613,None
13711,12614,None
13712,12615,None
13713,12616,None
13714,12617,None
13715,12618,None
13716,12619,None
13717,12620,None
13718,12621,None
13719,12622,None
13720,12623,None
13721,12624,None
13722,12625,None
13723,12626,None
13724,12627,None
13725,12628,None
13726,12629,None
13727,12630,None
13728,12631,None
13729,12632,None
13730,12633,None
13731,12634,None
13732,12635,None
13733,12636,None
13734,12637,None
13735,12638,None
13736,12639,None
13737,12640,None
13738,12641,None
13739,12642,None
13740,12643,None
13741,12644,None
13742,12645,None
13743,12646,None
13744,12647,None
13745,12648,None
13746,12649,None
13747,12650,None
13748,12651,None
13749,12652,None
13750,12653,None
13751,12654,None
13752,12655,None
13753,12656,None
13754,12657,None
13755,12658,None
13756,12659,None
13757,12660,None
13758,12661,None
13759,12662,None
13760,12663,None
13761,12664,None
13762,12665,None
13763,12666,None
13764,12667,None
13765,12668,None
13766,12669,None
13767,12670,None
13768,12671,None
13769,12672,None
13770,12673,None
13771,12674,None
13772,12675,None
13773,12676,None
13774,12677,None
13775,12678,None
13776,12679,None
13777,12680,None
13778,12681,None
13779,12682,None
13780,12683,None
13781,12684,None
13782,12685,None
13783,12686,None
13784,12687,None
13785,12688,None
13786,12689,None
13787,12690,None
13788,12691,None
13789,12692,None
13790,12693,None
13791,12694,None
13792,12695,None
13793,12696,None
13794,12697,None
13795,12698,None
13796,12699,None
13797,12700,None
13798,12701,None
13799,12702,None
13800,12703,None
13801,12704,None
13802,12705,None
13803,12706,None
13804,12707,None
13805,12708,None
13806,12709,None
13807,12710,None
13808,12711,None
13809,12712,None
13810,12713,None
13811,12714,None
13812,12715,None
13813,12716,None
13814,12717,None
13815,12718,None
13816,12719,None
13817,12720,None
13818,12721,None
13819,12722,None
13820,12723,None
13821,12724,None
13822,12725,None
13823,12726,None
13824,12727,None
13825,12728,None
13826,12729,None
13827,12730,None
13828,12731,Bullying
13829,12732,None
13830,12733,None
13831,12734,None
13832,12735,None
13833,12736,None
13834,12737,None
13835,12738,None
13836,12739,None
13837,12740,None
13838,12741,None
13839,12742,None
13840,12743,None
13841,12744,None
13842,12745,None
13843,12746,None
13844,12747,None
13845,12748,None
13846,12749,None
13847,12750,None
13848,12751,None
13849,12752,None
13850,12753,None
13851,12754,None
13852,12755,None
13853,12756,None
13854,12757,None
13855,12758,None
13856,12759,None
13857,12760,None
13858,12761,None
13859,12762,None
13860,12763,None
13861,12764,None
13862,12765,None
13863,12766,None
13864,12767,None
13865,12768,None
13866,12769,None
13867,12770,None
13868,12771,None
13869,12772,None
13870,12773,None
13871,12774,None
13872,12775,None
13873,12776,None
13874,12777,None
13875,12778,None
13876,12779,None
13877,12780,None
13878,12781,None
13879,12782,None
13880,12783,None
13881,12784,None
13882,12785,None
13883,12786,None
13884,12787,None
13885,12788,None
13886,12789,None
13887,12790,None
13888,12791,None
13889,12792,None
13890,12793,None
13891,12794,None
13892,12795,None
13893,12796,None
13894,12797,None
13895,12798,None
13896,12799,None
13897,12800,None
13898,12801,None
13899,12802,None
13900,12803,None
13901,12804,None
13902,12805,None
13903,12806,None
13904,12807,None
13905,12808,None
13906,12809,None
13907,12810,None
13908,12811,None
13909,12812,None
13910,12813,None
13911,12814,None
13912,12815,None
13913,12816,None
13914,12817,None
13915,12818,None
13916,12819,None
13917,12820,None
13918,12821,None
13919,12822,None
13920,12823,None
13921,12824,None
13922,12825,None
13923,12826,None
13924,12827,None
13925,12828,None
13926,12829,None
13927,12830,None
13928,12831,None
13929,12832,None
13930,12833,None
13931,12834,None
13932,12835,None
13933,12836,None
13934,12837,None
13935,12838,None
13936,12839,None
13937,12840,None
13938,12841,None
13939,12842,None
13940,12843,None
13941,12844,None
13942,12845,None
13943,12846,None
13944,12847,None
13945,12848,None
13946,12849,None
13947,12850,None
13948,12851,None
13949,12852,None
13950,12853,None
13951,12854,None
13952,12855,None
13953,12856,Nudity
13954,12857,None
13955,12858,None
13956,12859,None
13957,12860,None
13958,12861,None
13959,12862,None
13960,12863,None
13961,12864,None
13962,12865,None
13963,12866,None
13964,12867,None
13965,12868,None
13966,12869,None
13967,12870,None
13968,12871,None
13969,12872,None
13970,12873,None
13971,12874,None
13972,12875,None
13973,12876,None
13974,12877,None
13975,12878,None
13976,12879,None
13977,12880,None
13978,12881,None
13979,12882,None
13980,12883,None
13981,12884,None
13982,12885,None
13983,12886,None
13984,12887,None
13985,12888,None
13986,12889,None
13987,12890,None
13988,12891,None
13989,12892,None
13990,12893,None
13991,12894,None
13992,12895,None
13993,12896,None
13994,12897,None
13995,12898,None
13996,12899,None
13997,12900,None
13998,12901,None
13999,12902,None
14000,12903,None
14001,12904,Bullying
14002,12905,None
14003,12906,None
14004,12907,None
14005,12908,None
14006,12909,None
14007,12910,None
14008,12911,None
14009,12912,None
14010,12913,None
14011,12914,None
14012,12915,None
14013,12916,None
14014,12917,None
14015,12918,None
14016,12919,None
14017,12920,None
14018,12921,None
14019,12922,None
14020,12923,None
14021,12924,None
14022,12925,None
14023,12926,None
14024,12927,None
14025,12928,None
14026,12929,None
14027,12930,None
14028,12931,None
14029,12932,None
14030,12933,None
14031,12934,None
14032,12935,None
14033,12936,None
14034,12937,None
14035,12938,None
14036,12939,None
14037,12940,None
14038,12941,None
14039,12942,None
14040,12943,Bullying
14041,12944,None
14042,12945,None
14043,12946,None
14044,12947,None
14045,12948,None
14046,12949,None
14048,12951,None
14049,12952,None
14050,12953,None
14052,12955,None
14053,12956,None
14054,12957,None
14055,12958,None
14056,12959,None
14057,12960,None
14058,12961,None
14059,12962,None
14060,12963,None
14061,12964,None
14062,12965,None
14063,12966,None
14064,12967,None
14065,12968,None
14066,12969,None
14067,12970,None
14068,12971,None
14069,12972,None
14070,12973,None
14071,12974,None
14072,12975,None
14073,12976,None
14074,12977,None
14075,12978,None
14076,12979,None
14077,12980,None
14079,12982,None
14080,12983,None
14081,12984,None
14082,12985,None
14083,12986,None
14084,12987,None
14085,12988,None
14086,12989,None
14087,12990,None
14088,12991,None
14089,12992,None
14090,12993,None
14091,12994,None
14092,12995,None
14093,12996,None
14094,12997,None
14095,12998,None
14096,12999,None
14097,13000,None
14098,13001,None
14099,13002,None
14100,13003,None
14101,13004,None
14102,13005,None
14103,13006,None
14104,13007,None
14105,13008,None
14106,13009,None
14107,13010,None
14108,13011,None
14109,13012,None
14110,13013,None
14111,13014,None
14112,13015,None
14113,13016,None
14114,13017,None
14115,13018,None
14116,13019,None
14117,13020,None
14118,13021,None
14119,13022,None
14120,13023,None
14121,13024,None
14122,13025,None
14123,13026,None
14124,13027,None
14125,13028,None
14126,13029,None
14127,13030,None
14128,13031,None
14129,13032,None
14130,13033,None
14131,13034,None
14132,13035,None
14133,13036,None
14134,13037,None
14135,13038,None
14136,13039,None
14137,13040,None
14138,13041,None
14139,13042,None
14140,13043,None
14141,13044,None
14142,13045,None
14143,13046,None
14144,13047,None
14145,13048,None
14146,13049,None
14147,13050,None
14148,13051,None
14149,13052,None
14150,13053,None
14151,13054,None
14152,13055,None
14153,13056,None
14154,13057,None
14155,13058,None
14156,13059,None
14157,13060,None
14158,13061,None
14159,13062,None
14160,13063,None
14161,13064,None
14162,13065,None
14163,13066,None
14164,13067,None
14165,13068,None
14166,13069,None
14167,13070,None
14168,13071,None
14169,13072,None
14170,13073,None
14171,13074,None
14172,13075,None
14173,13076,None
14174,13077,None
14175,13078,None
14176,13079,None
14177,13080,None
14179,13082,None
14180,13083,None
14181,13084,None
14182,13085,None
14183,13086,None
14184,13087,None
14185,13088,None
14186,13089,None
14187,13090,None
14188,13091,None
14189,13092,None
14190,13093,None
14191,13094,None
14192,13095,None
14193,13096,None
14194,13097,None
14195,13098,None
14196,13099,None
14197,13100,None
14198,13101,None
14199,13102,None
14200,13103,None
14201,13104,None
14202,13105,None
14203,13106,None
14204,13107,None
14205,13108,None
14206,13109,None
14207,13110,None
14208,13111,None
14209,13112,None
14210,13113,None
14211,13114,None
14212,13115,None
14213,13116,None
14214,13117,None
14215,13118,None
14216,13119,None
14217,13120,None
14218,13121,None
14219,13122,None
14220,13123,None
14221,13124,None
14222,13125,None
14223,13126,None
14224,13127,None
14225,13128,None
14226,13129,None
14227,13130,None
14228,13131,None
14229,13132,None
14230,13133,None
14231,13134,None
14232,13135,None
14233,13136,None
14234,13137,None
14235,13138,None
14236,13139,None
14237,13140,None
14238,13141,None
14239,13142,None
14240,13143,None
14241,13144,None
14242,13145,None
14243,13146,None
14244,13147,None
14245,13148,None
14246,13149,None
14247,13150,None
14248,13151,None
14249,13152,None
14250,13153,None
14251,13154,None
14252,13155,None
14253,13156,None
14254,13157,None
14255,13158,None
14256,13159,None
14257,13160,None
14258,13161,None
14259,13162,None
14260,13163,None
14261,13164,None
14262,13165,None
14263,13166,None
14264,13167,None
14265,13168,None
14266,13169,None
14267,13170,None
14268,13171,None
14269,13172,None
14270,13173,None
14271,13174,None
14272,13175,None
14273,13176,None
14274,13177,None
14275,13178,None
14276,13179,None
14277,13180,None
14278,13181,None
14279,13182,None
14280,13183,None
14281,13184,None
14282,13185,None
14283,13186,None
14284,13187,None
